competitor,competitor_product_id,competitor_product_name,competitor_product_group_name,unit,color,stem_length,stems_per_unit,unit_price,stem_price,available_units,grower_country,cleaned_name_used,created_at,eta_date
DVFlora,32075,Gerbera Assorted,Gerbera,Stem,Assorted,,1,1.49,1.49,60,Canada,Gerbera Assorted,2025-06-01,2025-06-10
DVFlora,59909,Gerbera Assorted Rainbow Card P.R.,Gerbera,Stem,Assorted,,1,1.69,1.69,20,Canada,Gerbera Assorted Rainbow Card P.R.,2025-06-01,2025-06-10
DVFlora,58847,Gerbera Assorted Spring Mix,Gerbera,Stem,Assorted,,1,1.69,1.69,60,Canada,Gerbera Assorted Spring Mix,2025-06-01,2025-06-10
DVFlora,17660,Gerbera Cream/Peach Cartizze,Gerbera,Stem,Assorted,,1,1.79,1.79,10,Canada,Gerbera Cream/Peach Cartizze,2025-06-01,2025-06-10
DVFlora,28002,Gerbera Mini Lavender/Pnk Kimsey,Gerbera,Stem,Lavender-Pink,,1,1.39,1.39,10,Canada,Gerbera Mini Lavender/Pnk Kimsey,2025-06-01,2025-06-10
DVFlora,58992,Gerbera Mini Burg Black Tie,Gerbera,Stem,Burgundy,,1,1.39,1.39,10,Canada,Gerbera Mini Burg Black Tie,2025-06-01,2025-06-10
DVFlora,21468,Gerbera Mini Cream Milady,Gerbera,Stem,Cream,,1,1.39,1.39,10,Canada,Gerbera Mini Cream Milady,2025-06-01,2025-06-10
DVFlora,56096,Gerbera Mini Cream/Peach Pelican L,Gerbera,Stem,Cream,,1,1.39,1.39,10,Canada,Gerbera Mini Cream/Peach Pelican L,2025-06-01,2025-06-10
DVFlora,55308,Gerbera Mini Assorted 50pack,Gerbera,Stem,Assorted,,1,1.19,1.19,50,Canada,Gerbera Mini Assorted 50pack,2025-06-01,2025-06-10
DVFlora,43584,Gerbera Mini Assorted 100pack,Gerbera,Stem,Assorted,,1,0.99,0.99,100,Canada,Gerbera Mini Assorted 100pack,2025-06-01,2025-06-10
DVFlora,43606,Gerbera Mini Red,Gerbera,Stem,Red,,1,1.39,1.39,10,Canada,Gerbera Mini Red,2025-06-01,2025-06-10
DVFlora,43660,Gerbera Mini Red,Gerbera,Stem,Red,,1,1.39,1.39,10,Canada,Gerbera Mini Red,2025-06-01,2025-06-10
DVFlora,68791,Gerbera Mini Coral Time Out,Gerbera,Stem,Coral,,1,1.39,1.39,10,Canada,Gerbera Mini Coral Time Out,2025-06-01,2025-06-10
DVFlora,49798,Gerbera Mini Coral Vidal,Gerbera,Stem,Coral,,1,1.39,1.39,10,Canada,Gerbera Mini Coral Vidal,2025-06-01,2025-06-10
DVFlora,55396,Gerbera Mini Peach Larissa,Gerbera,Stem,Peach,,1,1.39,1.39,10,Canada,Gerbera Mini Peach Larissa,2025-06-01,2025-06-10
DVFlora,43353,Gerbera Mini Peach Oreo,Gerbera,Stem,Peach,,1,1.39,1.39,10,Canada,Gerbera Mini Peach Oreo,2025-06-01,2025-06-10
DVFlora,53302,Gerbera Mini Orange,Gerbera,Stem,Orange,,1,1.39,1.39,10,Canada,Gerbera Mini Orange,2025-06-01,2025-06-10
DVFlora,49794,Gerbera Mini Orange Jordy,Gerbera,Stem,Orange,,1,1.39,1.39,10,Canada,Gerbera Mini Orange Jordy,2025-06-01,2025-06-10
DVFlora,63314,Gerbera Mini Orange,Gerbera,Stem,Orange,,1,1.39,1.39,10,Canada,Gerbera Mini Orange,2025-06-01,2025-06-10
DVFlora,62900,Gerbera Mini Yellow/Orange Franky,Gerbera,Stem,Orange,,1,1.39,1.39,10,Canada,Gerbera Mini Yellow/Orange Franky,2025-06-01,2025-06-10
DVFlora,55231,Gerbera Coral Hamptons,Gerbera,Stem,Pink,,1,1.79,1.79,10,Canada,Gerbera Coral Hamptons,2025-06-01,2025-06-10
DVFlora,49757,Gerbera Pink Pre-Intenzz,Gerbera,Stem,Pink,,1,1.79,1.79,10,Canada,Gerbera Pink Pre-Intenzz,2025-06-01,2025-06-10
DVFlora,42615,Gerbera Pink-Hot,Gerbera,Stem,Pink,,1,1.79,1.79,10,Canada,Gerbera Pink-Hot,2025-06-01,2025-06-10
DVFlora,47908,Gerbera Pink-Hot,Gerbera,Stem,Pink,,1,1.79,1.79,10,Canada,Gerbera Pink-Hot,2025-06-01,2025-06-10
DVFlora,25789,Gerbera Pink-Light,Gerbera,Stem,Pink,,1,1.79,1.79,10,Canada,Gerbera Pink-Light,2025-06-01,2025-06-10
DVFlora,29886,Gerbera Pink-Light,Gerbera,Stem,Pink,,1,1.79,1.79,10,Canada,Gerbera Pink-Light,2025-06-01,2025-06-10
DVFlora,49756,Gerbera Pink-White Prelude,Gerbera,Stem,Pink,,1,1.79,1.79,10,Canada,Gerbera Pink-White Prelude,2025-06-01,2025-06-10
DVFlora,42613,Gerbera Var Pink Hippie Chic,Gerbera,Stem,Pink,,1,1.79,1.79,10,Canada,Gerbera Var Pink Hippie Chic,2025-06-01,2025-06-10
DVFlora,42103,Gerbera White/Pink Lisandra,Gerbera,Stem,Pink,,1,1.79,1.79,10,Canada,Gerbera White/Pink Lisandra,2025-06-01,2025-06-10
DVFlora,62900,Gerbera Mini Yellow/Orange Franky,Gerbera,Stem,Yellow,,1,1.39,1.39,10,Canada,Gerbera Mini Yellow/Orange Franky,2025-06-01,2025-06-10
DVFlora,57576,Gerbera Mini Yellow,Gerbera,Stem,Yellow,,1,1.39,1.39,10,Canada,Gerbera Mini Yellow,2025-06-01,2025-06-10
DVFlora,28051,Gerbera Mini Yellow,Gerbera,Stem,Yellow,,1,1.39,1.39,10,Canada,Gerbera Mini Yellow,2025-06-01,2025-06-10
DVFlora,68788,Gerbera Mini Yellow Lemon Lime,Gerbera,Stem,Yellow,,1,1.39,1.39,10,Canada,Gerbera Mini Yellow Lemon Lime,2025-06-01,2025-06-10
DVFlora,41199,Gladiolus Assorted DVFlora,Gladiolus,Stem,Assorted,,1,1.49,1.49,130,California,Gladiolus Assorted DVFlora,2025-06-01,2025-06-10
DVFlora,57832,Gladiolus Assorted Cali,Gladiolus,Stem,Assorted,,1,1.59,1.59,60,California,Gladiolus Assorted Cali,2025-06-01,2025-06-10
DVFlora,17660,Gerbera Cream/Peach Cartizze,Gerbera,Stem,Peach,,1,1.79,1.79,10,Canada,Gerbera Cream/Peach Cartizze,2025-06-01,2025-06-10
DVFlora,52786,Gerbera Peach Alma,Gerbera,Stem,Peach,,1,1.79,1.79,10,Canada,Gerbera Peach Alma,2025-06-01,2025-06-10
DVFlora,43342,Gerbera Peach Avignon,Gerbera,Stem,Peach,,1,1.79,1.79,10,Canada,Gerbera Peach Avignon,2025-06-01,2025-06-10
DVFlora,34771,Gerbera Peach Bicolor Julia,Gerbera,Stem,Peach,,1,1.79,1.79,10,Canada,Gerbera Peach Bicolor Julia,2025-06-01,2025-06-10
DVFlora,26713,Gerbera Peach Carlita,Gerbera,Stem,Peach,,1,1.79,1.79,10,Israel,Gerbera Peach Carlita,2025-06-01,2025-06-10
DVFlora,59919,Gerbera Peach Cream CafeDelM D,Gerbera,Stem,Peach,,1,1.79,1.79,10,Canada,Gerbera Peach Cream CafeDelM D,2025-06-01,2025-06-10
DVFlora,59918,Gerbera Peach Cream Estate,Gerbera,Stem,Peach,,1,1.79,1.79,10,Canada,Gerbera Peach Cream Estate,2025-06-01,2025-06-10
DVFlora,49749,Gerbera Peach Pre-Extase,Gerbera,Stem,Peach,,1,1.79,1.79,10,Canada,Gerbera Peach Pre-Extase,2025-06-01,2025-06-10
DVFlora,68789,Gerbera Mini Pink-Hot Anna,Gerbera,Stem,Pink-Hot,,1,1.39,1.39,10,Canada,Gerbera Mini Pink-Hot Anna,2025-06-01,2025-06-10
DVFlora,42544,Gerbera Mini Pink-Hot Sympathy,Gerbera,Stem,Pink-Hot,,1,1.39,1.39,10,Canada,Gerbera Mini Pink-Hot Sympathy,2025-06-01,2025-06-10
DVFlora,62863,Gerbera Mini Pink-Ht Wonderwal L,Gerbera,Stem,Pink-Hot,,1,1.39,1.39,10,Canada,Gerbera Mini Pink-Ht Wonderwal L,2025-06-01,2025-06-10
DVFlora,25695,Gerbera Mini Purple Dolcetto D,Gerbera,Stem,Pink-Hot,,1,1.39,1.39,10,Canada,Gerbera Mini Purple Dolcetto D,2025-06-01,2025-06-10
DVFlora,17752,Gypsophila Wild Pearl,Gypsophila,Bu,White,,1,8.29,8.29,12,Ecuador,Gypsophila Wild Pearl,2025-06-01,2025-06-10
DVFlora,17691,Gypsophila Wild Pearl,Gypsophila,Bu,White,,1,8.59,8.59,6,Colombia,Gypsophila Wild Pearl,2025-06-01,2025-06-10
DVFlora,29327,Gypsophila Cosmic,Gypsophila,Bu,White,,1,,,,Colombia,Gypsophila Cosmic,2025-06-01,2025-06-10
DVFlora,46980,Gypsophila Cosmic,Gypsophila,Bu,White,,1,7.99,7.99,10,Ecuador,Gypsophila Cosmic,2025-06-01,2025-06-10
DVFlora,21023,Gypsophila Million Star,Gypsophila,Bu,White,,1,7.79,7.79,10,Ecuador,Gypsophila Million Star,2025-06-01,2025-06-10
DVFlora,17773,Gypsophila Million Star,Gypsophila,Bu,White,,1,7.99,7.99,6,Ecuador,Gypsophila Million Star,2025-06-01,2025-06-10
DVFlora,21025,Gypsophila Million Star,Gypsophila,Bu,White,,1,,,,Ecuador,Gypsophila Million Star,2025-06-01,2025-06-10
DVFlora,47847,Hydrangea Bl-Dk Select,Hydrangea,Stem,Blue-Dark,,1,2.99,2.99,10,Colombia,Hydrangea Bl-Dk Select,2025-06-01,2025-06-10
DVFlora,34357,Hydrangea Bl-Dk Select,Hydrangea,Stem,Blue-Dark,,1,2.79,2.79,24,Colombia,Hydrangea Bl-Dk Select,2025-06-01,2025-06-10
DVFlora,39994,Hydrangea Bl-Dk Shocking,Hydrangea,Stem,Blue-Dark,,1,2.79,2.79,40,Colombia,Hydrangea Bl-Dk Shocking,2025-06-01,2025-06-10
DVFlora,38978,Tulip Red,Tulips,Bu,Red,,1,,,,Virginia,Tulip Red,2025-06-01,2025-06-10
DVFlora,25163,Tulip Orange Dutch,Tulips,Bu,Orange,,1,,,,Holland,Tulip Orange Dutch,2025-06-01,2025-06-10
DVFlora,60800,Gypsophila Excellence,Gypsophila,Bu,White,,1,,,,Ecuador,Gypsophila Excellence,2025-06-01,2025-06-10
DVFlora,21043,Gypsophila Excellence,Gypsophila,Bu,White,,1,7.29,7.29,10,Ecuador,Gypsophila Excellence,2025-06-01,2025-06-10
DVFlora,27753,Gypsophila Excellence,Gypsophila,Bu,White,,1,7.79,7.79,13,Ecuador,Gypsophila Excellence,2025-06-01,2025-06-10
DVFlora,29328,Gypsophila Excellence,Gypsophila,Bu,White,,1,7.99,7.99,6,Ecuador,Gypsophila Excellence,2025-06-01,2025-06-10
DVFlora,60576,Gypsophila Excellence Pyg,Gypsophila,Bu,White,,1,7.99,7.99,12,Ecuador,Gypsophila Excellence Pyg,2025-06-01,2025-06-10
DVFlora,29337,Gypsophila Excellence Pyg,Gypsophila,Bu,White,,1,8.29,8.29,6,Ecuador,Gypsophila Excellence Pyg,2025-06-01,2025-06-10
DVFlora,62021,White Snowflake,Roses-Spray,Bu,White,50,1,17.99,17.99,6,South America,White Snowflake,2025-06-01,2025-06-10
DVFlora,30211,White Snowflake,Roses-Spray,Bu,White,40,40,,,,South America,White Snowflake,2025-06-01,2025-06-10
DVFlora,62107,White Snowflake,Roses-Spray,Bu,White,50,1,,,,Colombia,White Snowflake,2025-06-01,2025-06-10
DVFlora,49043,White Snowflake,Roses-Spray,Bu,White,50,1,17.99,17.99,7,Ecuador,White Snowflake,2025-06-01,2025-06-10
DVFlora,65667,White Snowflake,Roses-Spray,Bu,White,60,1,,,,Colombia,White Snowflake,2025-06-01,2025-06-10
DVFlora,64127,Pink Elba,Roses-Spray,Bu,Pink,40,40,,,,South America,Pink Elba,2025-06-01,2025-06-10
DVFlora,62110,Pink Elba,Roses-Spray,Bu,Pink,40,40,15.99,15.99,5,Colombia,Pink Elba,2025-06-01,2025-06-10
DVFlora,28002,Gerbera Mini Lavender/Pnk Kimsey,Gerbera,Stem,Pink,,1,1.39,1.39,10,Canada,Gerbera Mini Lavender/Pnk Kimsey,2025-06-01,2025-06-10
DVFlora,55705,Gerbera Mini Pink Babble,Gerbera,Stem,Pink,,1,1.39,1.39,10,Canada,Gerbera Mini Pink Babble,2025-06-01,2025-06-10
DVFlora,43603,Gerbera Mini Pink Bellita,Gerbera,Stem,Pink,,1,1.39,1.39,10,Canada,Gerbera Mini Pink Bellita,2025-06-01,2025-06-10
DVFlora,62901,Gerbera Mini Pink Bentley,Gerbera,Stem,Pink,,1,1.39,1.39,10,Canada,Gerbera Mini Pink Bentley,2025-06-01,2025-06-10
DVFlora,59972,Gerbera Mini Pink Jacky,Gerbera,Stem,Pink,,1,1.39,1.39,10,Canada,Gerbera Mini Pink Jacky,2025-06-01,2025-06-10
DVFlora,68790,Gerbera Mini Pink Juna,Gerbera,Stem,Pink,,1,1.39,1.39,10,Canada,Gerbera Mini Pink Juna,2025-06-01,2025-06-10
DVFlora,68789,Gerbera Mini Pink-Hot Anna,Gerbera,Stem,Pink,,1,1.39,1.39,10,Canada,Gerbera Mini Pink-Hot Anna,2025-06-01,2025-06-10
DVFlora,42544,Gerbera Mini Pink-Hot Sympathy,Gerbera,Stem,Pink,,1,1.39,1.39,10,Canada,Gerbera Mini Pink-Hot Sympathy,2025-06-01,2025-06-10
DVFlora,62863,Gerbera Mini Pink-Ht Wonderwal L,Gerbera,Stem,Pink,,1,1.39,1.39,10,Canada,Gerbera Mini Pink-Ht Wonderwal L,2025-06-01,2025-06-10
DVFlora,25695,Gerbera Mini Purple Dolcetto D,Gerbera,Stem,Pink,,1,1.39,1.39,10,Canada,Gerbera Mini Purple Dolcetto D,2025-06-01,2025-06-10
DVFlora,67023,Peach Aureus,Roses-Spray,Bu,Peach,50,1,,,,Ecuador,Peach Aureus,2025-06-01,2025-06-10
DVFlora,26847,Waxflower Orange Tint Select,Waxflower,Bu,Orange,,1,,,,Israel,Waxflower Orange Tint Select,2025-06-01,2025-06-10
DVFlora,49020,Cream Wink,Roses-Spray,Bu,Cream,40,40,,,,Ecuador,Cream Wink,2025-06-01,2025-06-10
DVFlora,33074,Waxflower White,Waxflower,Bu,Assorted,,1,,,,California,Waxflower White,2025-06-01,2025-06-10
DVFlora,33025,Waxflower Purple,Waxflower,Bu,Purple,,1,,,,California,Waxflower Purple,2025-06-01,2025-06-10
DVFlora,33074,Waxflower White,Waxflower,Bu,White,,1,,,,California,Waxflower White,2025-06-01,2025-06-10
DVFlora,52257,Cream Creta,Roses-Spray,Bu,Cream,40,40,,,,Holland,Cream Creta,2025-06-01,2025-06-10
DVFlora,49027,White Jeanine,Roses-Spray,Bu,White,40,40,,,,Ecuador,White Jeanine,2025-06-01,2025-06-10
DVFlora,68637,Peach Capricorn,Roses-Spray,Bu,Peach,40,40,,,,South America,Peach Capricorn,2025-06-01,2025-06-10
DVFlora,34548,Lavender Silver Mik,Roses-Spray,Bu,Lavender,40,40,,,,Ecuador,Lavender Silver Mik,2025-06-01,2025-06-10
DVFlora,64145,Lavender Silver Mik,Roses-Spray,Bu,Lavender,40,40,,,,South America,Lavender Silver Mik,2025-06-01,2025-06-10
DVFlora,28592,Lavender Bl Moon,Roses-Spray,Bu,Lavender,40,40,,,,Colombia,Lavender Bl Moon,2025-06-01,2025-06-10
DVFlora,29409,Lavender Bl Moon,Roses-Spray,Bu,Lavender,50,6,15.99,15.99,6,Ecuador,Lavender Bl Moon,2025-06-01,2025-06-10
DVFlora,49958,Hot Pink Gem Star,Roses-Spray,Bu,Pink Hot,40,40,,,,South America,Hot Pink Gem Star,2025-06-01,2025-06-10
DVFlora,64122,Pink Phuket,Roses-Spray,Bu,Pink,40,1,,,,South America,Pink Phuket,2025-06-01,2025-06-10
DVFlora,49958,Hot Pink Gem Star,Roses-Spray,Bu,Pink,40,40,,,,South America,Hot Pink Gem Star,2025-06-01,2025-06-10
DVFlora,68634,Pink Sft Pink Follies 40/50,Roses-Spray,Bu,Pink,40,40,,,,Ecuador,Pink Sft Pink Follies 40/50,2025-06-01,2025-06-10
DVFlora,57638,Lily Hyb White Tisento 4+ DVFlor,Lilies,Bu,White,,1,,,,Mexico,Lily Hyb White Tisento 4+ DVFlor,2025-06-01,2025-06-10
DVFlora,57927,Lily Hyb White Premium Blonde 2b,Lilies,Bu,White,,1,,,,,Lily Hyb White Premium Blonde 2b,2025-06-01,2025-06-10
DVFlora,48793,Lily Hyb White Premium Blonde 3+,Lilies,Bu,White,,1,,,,,Lily Hyb White Premium Blonde 3+,2025-06-01,2025-06-10
DVFlora,45313,Lily Yellow Diamond 3+,Lilies,Bu,Yellow,,1,,,,,Lily Yellow Diamond 3+,2025-06-01,2025-06-10
DVFlora,21179,Limonium White Diamond,Limonium,Bu,White,,1,,,,Colombia,Limonium White Diamond,2025-06-01,2025-06-10
DVFlora,21178,Limonium Pink Sinensis,Limonium,Bu,Pink,,1,,,,Colombia,Limonium Pink Sinensis,2025-06-01,2025-06-10
DVFlora,34935,Lily Orange Tressor 3+,Lilies,Bu,Orange,,1,,,,,Lily Orange Tressor 3+,2025-06-01,2025-06-10
DVFlora,52719,Lily Orange Tressor 4+ DVFlora,Lilies,Bu,Orange,,1,,,,Mexico,Lily Orange Tressor 4+ DVFlora,2025-06-01,2025-06-10
DVFlora,29411,Limonium Blue Maine,Limonium,Bu,Blue,,1,,,,Colombia,Limonium Blue Maine,2025-06-01,2025-06-10
DVFlora,58837,Lisianthus Champagne Voyage,Lisianthus,Bu,Champagne,50,1,,,,Ecuador,Lisianthus Champagne Voyage,2025-06-01,2025-06-10
DVFlora,62839,Mum Disbud White Arctic Qn,Mums-Bunched,Bu,White,,1,8.59,8.59,4,Colombia,Mum Disbud White Arctic Qn,2025-06-01,2025-06-10
DVFlora,21186,Limonium Blue Misty,Limonium,Bu,Blue,,1,,,,Colombia,Limonium Blue Misty,2025-06-01,2025-06-10
DVFlora,32956,Limonium Blue Misty,Limonium,Bu,Blue,,1,,,,Colombia,Limonium Blue Misty,2025-06-01,2025-06-10
DVFlora,21185,Limonium Blue Misty,Limonium,Bu,Blue,,1,9.49,9.49,5,Colombia,Limonium Blue Misty,2025-06-01,2025-06-10
DVFlora,35003,Mum Cremon Assorted,Mums-Bunched,Bu,Assorted,,1,8.89,8.89,4,Colombia,Mum Cremon Assorted,2025-06-01,2025-06-10
DVFlora,32957,Limonium White Misty,Limonium,Bu,White,,1,,,,Colombia,Limonium White Misty,2025-06-01,2025-06-10
DVFlora,60589,Limonium White Misty,Limonium,Bu,White,,1,,,,Colombia,Limonium White Misty,2025-06-01,2025-06-10
DVFlora,21181,Limonium White Misty,Limonium,Bu,White,,1,9.49,9.49,5,Colombia,Limonium White Misty,2025-06-01,2025-06-10
DVFlora,53672,Mum Spider Brze Tierra ECU,Mums-Bunched,Bu,Bronze,,1,11.39,11.39,3,Ecuador,Mum Spider Brze Tierra ECU,2025-06-01,2025-06-10
DVFlora,50012,Mum Spider Lavender. Anas DVFl,Mums-Bunched,Bu,Lavender,,1,7.09,7.09,4,Colombia,Mum Spider Lavender. Anas DVFl,2025-06-01,2025-06-10
DVFlora,22000,Mum Spider Lavender,Mums-Bunched,Bu,Lavender,,1,7.69,7.69,18,Colombia,Mum Spider Lavender,2025-06-01,2025-06-10
DVFlora,62888,Mum Spider Purple,Mums-Bunched,Bu,Purple,,1,6.29,6.29,5,Colombia,Mum Spider Purple,2025-06-01,2025-06-10
DVFlora,58672,Mum Disbud Rossano Orange ECU,Mums-Bunched,Bu,Orange,,1,,,,Ecuador,Mum Disbud Rossano Orange ECU,2025-06-01,2025-06-10
DVFlora,50013,Mum Spider Yellow Anas DVFlra,Mums-Bunched,Bu,Yellow,,1,6.99,6.99,4,Colombia,Mum Spider Yellow Anas DVFlra,2025-06-01,2025-06-10
DVFlora,21988,Mum Spider Yellow,Mums-Bunched,Bu,Yellow,,1,8.79,8.79,18,Colombia,Mum Spider Yellow,2025-06-01,2025-06-10
DVFlora,50812,Mum Disbud Salmon Pink ECU,Mums-Bunched,Bu,Salmon-Pink,,1,11.79,11.79,3,Ecuador,Mum Disbud Salmon Pink ECU,2025-06-01,2025-06-10
DVFlora,50737,Mum Disbud Anem. Marshmllw,Mums-Bunched,Bu,Pink Dark,,1,10.39,10.39,3,Ecuador,Mum Disbud Anem. Marshmllw,2025-06-01,2025-06-10
DVFlora,21940,Mum Disbud Bronze,Mums-Bunched,Bu,Bronze,,1,6.99,6.99,18,Colombia,Mum Disbud Bronze,2025-06-01,2025-06-10
DVFlora,20778,Mum Disbud Bronze Chestnut,Mums-Bunched,Bu,Bronze,,1,10.29,10.29,10,Colombia,Mum Disbud Bronze Chestnut,2025-06-01,2025-06-10
DVFlora,50812,Mum Disbud Salmon Pink ECU,Mums-Bunched,Bu,Salmon,,1,11.79,11.79,3,Ecuador,Mum Disbud Salmon Pink ECU,2025-06-01,2025-06-10
DVFlora,59464,Mum Disbud Cream Caffe Latte ECU,Mums-Bunched,Bu,Cream/Brown,,1,,,,Ecuador,Mum Disbud Cream Caffe Latte ECU,2025-06-01,2025-06-10
DVFlora,38502,Mum Spider Assorted DVFlora,Mums-Bunched,Bu,Assorted,,1,7.09,7.09,4,Colombia,Mum Spider Assorted DVFlora,2025-06-01,2025-06-10
DVFlora,21991,Mum Spider Assorted,Mums-Bunched,Bu,Assorted,,1,8.59,8.59,9,Colombia,Mum Spider Assorted,2025-06-01,2025-06-10
DVFlora,50011,Mum Spider Assorted DVFlora,Mums-Bunched,Bu,Assorted,,1,6.79,6.79,12,Colombia,Mum Spider Assorted DVFlora,2025-06-01,2025-06-10
DVFlora,58652,Mum Dis Ball Burg. Ganache Ecu,Mums-Bunched,Bu,Burgundy,,1,,,,Ecuador,Mum Dis Ball Burg. Ganache Ecu,2025-06-01,2025-06-10
DVFlora,59211,Mum Disbud Pasion d Almndra,Mums-Bunched,Bu,Cream/Yellow,,1,10.99,10.99,3,Ecuador,Mum Disbud Pasion d Almndra,2025-06-01,2025-06-10
DVFlora,62894,Mum Disbud Rossano Charlot,Mums-Bunched,Bu,Bicolor,,1,7.79,7.79,5,Colombia,Mum Disbud Rossano Charlot,2025-06-01,2025-06-10
DVFlora,59330,Mum Disbud Rossano Elizabeth,Mums-Bunched,Bu,Bicolor,,1,,,,Colombia,Mum Disbud Rossano Elizabeth,2025-06-01,2025-06-10
DVFlora,57134,Mum Dis Ball Assorted,Mums-Bunched,Bu,Assorted,,5,5.99,5.99,12,Colombia,Mum Dis Ball Assorted,2025-06-01,2025-06-10
DVFlora,21950,Mum Disbud Assorted,Mums-Bunched,Bu,Assorted,,1,8.59,8.59,9,Colombia,Mum Disbud Assorted,2025-06-01,2025-06-10
DVFlora,59009,Mum Disbud Assorted DVFLora,Mums-Bunched,Bu,Assorted,,1,6.89,6.89,4,Colombia,Mum Disbud Assorted DVFLora,2025-06-01,2025-06-10
DVFlora,58659,Mum Disbud Peach/Pink Fantasia,Mums-Bunched,Bu,Peachy/Pink,,1,8.29,8.29,9,Colombia,Mum Disbud Peach/Pink Fantasia,2025-06-01,2025-06-10
DVFlora,49699,Mum Disbud Red Rojo Ecu,Mums-Bunched,Bu,Red,,1,,,,Ecuador,Mum Disbud Red Rojo Ecu,2025-06-01,2025-06-10
DVFlora,51814,Mum Disbud Red Testarosa,Mums-Bunched,Bu,Red,,1,,,,Colombia,Mum Disbud Red Testarosa,2025-06-01,2025-06-10
DVFlora,60559,Mum Disbud Red Tornado,Mums-Bunched,Bu,Red,,1,6.99,6.99,18,Colombia,Mum Disbud Red Tornado,2025-06-01,2025-06-10
DVFlora,74486,Mum Disbud White Zembla,Mums-Stem,Stem,White,,1,1.09,1.09,100,Ecuador,Mum Disbud White Zembla,2025-06-01,2025-06-10
DVFlora,46971,Mum Spider Green,Mums-Bunched,Bu,Green,,1,8.49,8.49,18,Colombia,Mum Spider Green,2025-06-01,2025-06-10
DVFlora,62841,Mum Spider Green,Mums-Bunched,Bu,Green,,1,8.19,8.19,4,Colombia,Mum Spider Green,2025-06-01,2025-06-10
DVFlora,37301,Mum Spider Green Dark,Mums-Bunched,Bu,Green,,1,6.99,6.99,18,Colombia,Mum Spider Green Dark,2025-06-01,2025-06-10
DVFlora,50706,Mum Spider Green Dark,Mums-Bunched,Bu,Green,,1,7.69,7.69,5,Colombia,Mum Spider Green Dark,2025-06-01,2025-06-10
DVFlora,74478,Mum Disbud Yellow Astroid,Mums-Stem,Stem,Yellow,,1,0.99,0.99,160,Ecuador,Mum Disbud Yellow Astroid,2025-06-01,2025-06-10
DVFlora,25240,Amaranthus Green Hanging,Amaranthus,Bu,Green,,1,,,,California,Amaranthus Green Hanging,2025-06-01,2025-06-10
DVFlora,57132,Mum Dis Ball Green Bombellini 5s,Mums-Bunched,Bu,Green,,1,4.99,4.99,17,Colombia,Mum Dis Ball Green Bombellini 5s,2025-06-01,2025-06-10
DVFlora,49698,Mum Disbud Green Alemani,Mums-Bunched,Bu,Green,,1,8.99,8.99,12,Ecuador,Mum Disbud Green Alemani,2025-06-01,2025-06-10
DVFlora,37374,Mum Spider White,Mums-Bunched,Bu,White,,1,8.79,8.79,18,Colombia,Mum Spider White,2025-06-01,2025-06-10
DVFlora,52682,Mum Spider White Anastasia,Mums-Bunched,Bu,White,,1,6.99,6.99,4,Colombia,Mum Spider White Anastasia,2025-06-01,2025-06-10
DVFlora,65458,Mum Spider White DVFlora,Mums-Bunched,Bu,White,,1,6.49,6.49,4,Colombia,Mum Spider White DVFlora,2025-06-01,2025-06-10
DVFlora,18303,Mum Spider White Topspin E,Mums-Bunched,Bu,White,,1,9.29,9.29,3,Ecuador,Mum Spider White Topspin E,2025-06-01,2025-06-10
DVFlora,49685,Mum Spider White Topspin,Mums-Bunched,Bu,White,,1,8.49,8.49,9,Colombia,Mum Spider White Topspin,2025-06-01,2025-06-10
DVFlora,62886,Mum Spider White Yazoo,Mums-Bunched,Bu,White,,1,6.79,6.79,5,Colombia,Mum Spider White Yazoo,2025-06-01,2025-06-10
DVFlora,21963,Mum Spider White Yazoo,Mums-Bunched,Bu,White,,1,7.49,7.49,9,Colombia,Mum Spider White Yazoo,2025-06-01,2025-06-10
DVFlora,59322,Mum Dis Ball Peach Sorbet Berry,Mums-Bunched,Bu,Peach,,1,7.59,7.59,18,Colombia,Mum Dis Ball Peach Sorbet Berry,2025-06-01,2025-06-10
DVFlora,58659,Mum Disbud Peach/Pink Fantasia,Mums-Bunched,Bu,Peach,,1,8.29,8.29,9,Colombia,Mum Disbud Peach/Pink Fantasia,2025-06-01,2025-06-10
DVFlora,58282,Mum Disbud Peach,Mums-Bunched,Bu,Peach,,1,8.99,8.99,18,Colombia,Mum Disbud Peach,2025-06-01,2025-06-10
DVFlora,59300,Mum Disbud Peach Linette,Mums-Bunched,Bu,Peach,,1,6.89,6.89,4,Colombia,Mum Disbud Peach Linette,2025-06-01,2025-06-10
DVFlora,59035,Mum Disbud Peach Linette ECU,Mums-Bunched,Bu,Peach,,1,,,,Ecuador,Mum Disbud Peach Linette ECU,2025-06-01,2025-06-10
DVFlora,26814,Artemisia Dusty Miller Lg Leaf,Artemisia,Bu,Silver,,1,,,,California,Artemisia Dusty Miller Lg Leaf,2025-06-01,2025-06-10
DVFlora,68448,Artemisia Dusty Miller,Artemisia,Bu,Bicolor,60,1,15.99,15.99,4,Ecuador,Artemisia Dusty Miller,2025-06-01,2025-06-10
DVFlora,68170,"Mum Dis Ball Purple Gustav,",Mums-Bunched,Bu,Purple,,5,4.29,4.29,17,Colombia,"Mum Dis Ball Purple Gustav,",2025-06-01,2025-06-10
