competitor,competitor_product_id,competitor_product_name,competitor_product_group_name,unit,stem_length,stems_per_unit,price_per_stem,matched_variety_name,variety_key,variety_score,matched_product_group_name,product_group_key,product_group_score,created_at,eta_date
Flowermarketplace,1862483,Alstro Red Romance Select,Alstro,Bunch,,1,9.43,Cote D'Azur Alstroemeria,5acf2983-2637-4832-8328-705f1d4a29d4,0.9001953601837158,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,0.9142485857009888,2025-05-09,2025-05-10
Flowermarketplace,1922184,Alstro Red Romance Super S.,Alstro,Bunch,,1,10.48,,,,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,0.9142485857009888,2025-05-09,2025-05-10
Flowermarketplace,1863226,Alstro White Himalaya Fancy,Alstro,Bunch,,1,7.85,,,,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,0.9142485857009888,2025-05-09,2025-05-10
Flowermarketplace,1864601,Alstro White Himalaya Select,Alstro,Bunch,,1,9.43,,,,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,0.9142485857009888,2025-05-09,2025-05-10
Flowermarketplace,1887839,Alstro White Himalaya Super S.,Alstro,Bunch,,1,10.48,,,,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,0.9142485857009888,2025-05-09,2025-05-10
Flowermarketplace,2136818,Alstro White Mistral Fancy,Alstro,Bunch,,1,7.85,,,,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,0.9142485857009888,2025-05-09,2025-05-10
Flowermarketplace,2136820,Alstro White Mistral Select,Alstro,Bunch,,1,9.43,,,,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,0.9142485857009888,2025-05-09,2025-05-10
Flowermarketplace,2211631,Alstro White Snowtime Select,Alstro,Bunch,,1,7.9,,,,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,0.9142485857009888,2025-05-09,2025-05-10
Flowermarketplace,2211633,Alstro White Snowtime Super S.,Alstro,Bunch,,1,8.95,,,,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,0.9142485857009888,2025-05-09,2025-05-10
Flowermarketplace,2143150,Alstro White Virginia Fancy,Alstro,Bunch,,1,8.38,,,,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,0.9142485857009888,2025-05-09,2025-05-10
Flowermarketplace,2143152,Alstro White Virginia Select,Alstro,Bunch,,1,9.43,,,,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,0.9142485857009888,2025-05-09,2025-05-10
Flowermarketplace,1864604,Alstro White Whistler Select,Alstro,Bunch,,1,9.43,,,,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,0.9142485857009888,2025-05-09,2025-05-10
Flowermarketplace,1859500,Alstro White Whistler Super S.,Alstro,Bunch,,1,10.48,,,,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,0.9142485857009888,2025-05-09,2025-05-10
Flowermarketplace,2136824,Alstro White Winterfell Fancy,Alstro,Bunch,,1,7.85,,,,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,0.9142485857009888,2025-05-09,2025-05-10
Flowermarketplace,2140558,Alstro White Winterfell Select,Alstro,Bunch,,1,9.43,,,,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,0.9142485857009888,2025-05-09,2025-05-10
Flowermarketplace,2140560,Alstro White Winterfell Super S.,Alstro,Bunch,,1,10.48,,,,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,0.9142485857009888,2025-05-09,2025-05-10
Flowermarketplace,1922189,Alstro Yellow Cheesecake Super S.,Alstro,Bunch,,1,11.5,,,,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,0.9142485857009888,2025-05-09,2025-05-10
Flowermarketplace,2236781,Alstro Yellow Gold Select,Alstro,Bunch,,1,9.95,Cote D'Azur Alstroemeria,5acf2983-2637-4832-8328-705f1d4a29d4,0.9101061224937439,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,0.9142485857009888,2025-05-09,2025-05-10
Flowermarketplace,2243379,Alstro Yellow Gold Super S.,Alstro,Bunch,,1,11.5,,,,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,0.9142485857009888,2025-05-09,2025-05-10
Flowermarketplace,1865618,Alstro Yellow Jamaica Select,Alstroemerias,Bunch,,1,9.95,,,,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0000001192092896,2025-05-09,2025-05-10
Flowermarketplace,2155498,Alstro Yellow Sunny Lady Fancy,Alstro,Bunch,,1,8.88,,,,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,0.9142485857009888,2025-05-09,2025-05-10
Flowermarketplace,2127718,Alstro Yellow Sunny Lady Select,Alstro,Bunch,,1,9.95,,,,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,0.9142485857009888,2025-05-09,2025-05-10
Flowermarketplace,2171332,Alstro Yellow Sunny Lady Super S.,Alstro,Bunch,,1,11.5,,,,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,0.9142485857009888,2025-05-09,2025-05-10
Flowermarketplace,2136828,Alstro Yellow Voyager Select,Alstro,Bunch,,1,9.95,,,,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,0.9142485857009888,2025-05-09,2025-05-10
Flowermarketplace,327568,ALSTROEMERIA PURPLE,Alstroemerias,Bunch,,1,7.94,Pink Alstroemeria,9081143f-3331-4d34-8d76-61811507cc71,0.9992037415504456,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0000001192092896,2025-05-09,2025-05-10
Flowermarketplace,327572,ALSTROEMERIA RED,Alstroemerias,Bunch,,1,8.73,Pink Alstroemeria,9081143f-3331-4d34-8d76-61811507cc71,0.9992037415504456,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0000001192092896,2025-05-09,2025-05-10
Flowermarketplace,2220874,Alstroemeria White Select 12 BU/BX,Alstroemeria,Bunch,,1,13.22,Assorted Select  Alstroemeria,b50a3557-b17f-44af-a7ca-07c86bf9a171,0.9981849789619446,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0000001192092896,2025-05-09,2025-05-10
Flowermarketplace,324966,AMARANTHUS HANGING GREEN,Amaranthus,Stems,,1,3.47,Red Hanging Amaranthus,ac7dc5a8-e6bf-4940-85e2-81eeaeeb7722,0.997352123260498,Amaranthus,83a8817f-88b8-45a9-bc11-f9e3868e1882,1.0000001192092896,2025-05-09,2025-05-10
Flowermarketplace,2155501,Anemone Hot Pink,anemone spx,Stems,3035,30,3.08,Pink Anemone,1da10f06-1878-4537-8646-a5074c0b5743,0.9958229064941406,Anemone,0b6221f4-9306-4e15-9949-d403524c3a7d,0.9140786528587341,2025-05-09,2025-05-10
Flowermarketplace,1897430,ANEMONE RED,Anemone,Bunch,,1,22.82,Pink Anemone,1da10f06-1878-4537-8646-a5074c0b5743,0.9926725625991821,Anemone,0b6221f4-9306-4e15-9949-d403524c3a7d,1.0000001192092896,2025-05-09,2025-05-10
Flowermarketplace,2247028,Anemone SPX Red,anemone spx,Stems,3035,30,3.08,Pink Anemone,1da10f06-1878-4537-8646-a5074c0b5743,0.9127452373504639,Anemone,0b6221f4-9306-4e15-9949-d403524c3a7d,0.9140786528587341,2025-05-09,2025-05-10
Flowermarketplace,2077796,ANEMONE WHITE,Anemone,Bunch,,1,24.21,Pink Anemone,1da10f06-1878-4537-8646-a5074c0b5743,0.9926725625991821,Anemone,0b6221f4-9306-4e15-9949-d403524c3a7d,1.0000001192092896,2025-05-09,2025-05-10
Flowermarketplace,326513,ASPIDISTRA GREEN,"Greens, Aspidistra",Bunch,,1,4.52,Green Aspidistra,4bc3006d-c2c3-4f27-9725-9d5033c6568a,0.995245099067688,Aspidistra,abc5eaea-ca26-4130-ba08-aea64145626f,0.9961176514625549,2025-05-09,2025-05-10
Flowermarketplace,2219812,Aspidistra Green 15 BU/BX,"aspidistra 15 bu/bx, Aspidistra",Bunch,6070,1,4.33,Center Striped Aspidistra,962b6c37-47fe-4477-a0af-ae9a88309183,0.9840066432952881,Aspidistra,abc5eaea-ca26-4130-ba08-aea64145626f,0.9677181243896484,2025-05-09,2025-05-10
Flowermarketplace,2134960,Aspidistra Green 30 BU/BX,Aspidistra,Bunch,6070,1,3.89,Center Striped Aspidistra,962b6c37-47fe-4477-a0af-ae9a88309183,0.9863860011100769,Aspidistra,abc5eaea-ca26-4130-ba08-aea64145626f,1.0000001192092896,2025-05-09,2025-05-10
Flowermarketplace,2220760,Aspidistra Milky Way 10bu/bx,Aspidistra,Bunch,6070,1,7.78,Milky Way Aspidistra,91b5d6bc-c3c1-4f11-b2d8-83ad041cf70f,0.9907510280609131,Aspidistra,abc5eaea-ca26-4130-ba08-aea64145626f,1.0000001192092896,2025-05-09,2025-05-10
Flowermarketplace,2134964,Aspidistra Variegated 15 BU/BX,Aspidistra,Bunch,40,1,11.0,Variegated Aspidistra,36b75d67-defd-4b5e-a3df-218a67d52d21,0.9874072074890137,Aspidistra,abc5eaea-ca26-4130-ba08-aea64145626f,1.0000001192092896,2025-05-09,2025-05-10
Flowermarketplace,2220303,Aspidistra Variegated 30 BU/BX,Aspidistra,Bunch,50,1,11.0,Variegated Aspidistra,36b75d67-defd-4b5e-a3df-218a67d52d21,0.9888355731964111,Aspidistra,abc5eaea-ca26-4130-ba08-aea64145626f,1.0000001192092896,2025-05-09,2025-05-10
Flowermarketplace,2184608,Aster Assorted Matsumoto,Aster,Bunch,60,1,13.22,,,,Aster,edf288cd-9ad2-4367-8fe3-2d47494ab2f9,1.0,2025-05-09,2025-05-10
Flowermarketplace,2188669,Aster Hot Pink 12 BU/BX Matsumoto,Aster,Bunch,60,1,13.22,Matsumoto hot pink Aster,e4d8457d-0f0b-4e5a-8376-cccec98bc813,0.9167985916137695,Aster,edf288cd-9ad2-4367-8fe3-2d47494ab2f9,1.0,2025-05-09,2025-05-10
Flowermarketplace,2131038,Aster Matsumoto Purple Select,Aster,Bunch,,1,10.93,Matsumoto pink Aster,767c14cc-0bf0-48c1-92ff-ce47d2e98a52,0.9704727530479431,Aster,edf288cd-9ad2-4367-8fe3-2d47494ab2f9,1.0,2025-05-09,2025-05-10
Flowermarketplace,2131064,Aster Solidago Yellow Open Cut Select,Aster Solidago,Bunch,,1,7.3,Solidago open cut Aster,593fbcb4-488a-4739-8297-0b17c815f554,0.9900131225585938,,,,2025-05-09,2025-05-10
Flowermarketplace,1890745,Aster Tinted Red Solidago Select,Aster,Bunch,,1,8.33,Solidago Purple Butterfly Aster,e7e5e743-706b-4e90-9e81-606eca33f72e,0.9535149931907654,Aster,edf288cd-9ad2-4367-8fe3-2d47494ab2f9,1.0,2025-05-09,2025-05-10
Flowermarketplace,1836683,ASTER YELLOW SOLIDAGO,Aster,Bunch,,1,6.19,Solidago Aster,68f17b17-2f71-48e6-af9c-8a4f5fe850e0,0.9946175217628479,Aster,edf288cd-9ad2-4367-8fe3-2d47494ab2f9,1.0,2025-05-09,2025-05-10
Flowermarketplace,2182514,Astilbe White,Astilbe,Stems,60,1,2.67,Pink Astilbe,c690a5fe-77a1-448d-b59d-d75269acc5a2,0.990543007850647,Astilbe,09cbb165-445b-4c82-9a3b-b033cbac9f12,1.0,2025-05-09,2025-05-10
Flowermarketplace,2211830,Astrantia Assorted 10BU/BX,Astrantia,Bunch,60,1,18.89,Assorted Astrantia,0ae9b10f-f156-4433-af78-21684f6ae2c3,0.9329341650009155,Astrantia,dec31f8d-05ae-40dd-8d32-369bd1f36169,1.0,2025-05-09,2025-05-10
Flowermarketplace,2270107,Astrantia Assorted 6BU/BX,Astrantia,Bunch,60,1,21.11,Assorted Astrantia,0ae9b10f-f156-4433-af78-21684f6ae2c3,0.9364004731178284,Astrantia,dec31f8d-05ae-40dd-8d32-369bd1f36169,1.0,2025-05-09,2025-05-10
Flowermarketplace,2212074,Astrantia Burgundy,Astrantia,Bunch,60,1,18.89,Pink Astrantia,592d1f9d-d7a5-44c8-a2dd-31e033e6d644,0.993248701095581,Astrantia,dec31f8d-05ae-40dd-8d32-369bd1f36169,1.0,2025-05-09,2025-05-10
Flowermarketplace,2214861,Astrantia Pink,Astrantia,Bunch,60,1,18.89,Pink Astrantia,592d1f9d-d7a5-44c8-a2dd-31e033e6d644,0.993248701095581,Astrantia,dec31f8d-05ae-40dd-8d32-369bd1f36169,1.0,2025-05-09,2025-05-10
Flowermarketplace,2221165,AUSTRALIAN MIX MIX 10 BU/BX MIX,australian mix,Bunch,,1,14.44,,,,,,,2025-05-09,2025-05-10
Flowermarketplace,2134966,Baby Blue Euc. Green 16 BU/BX,Baby Blue Euc.,Bunch,6065,1,15.0,,,,,,,2025-05-09,2025-05-10
Flowermarketplace,2220775,Baby Blue Euc. GREEN 8 BU/BX,Baby Blue Euc.,Bunch,60,1,15.44,,,,,,,2025-05-09,2025-05-10
Flowermarketplace,2270310,Bayleaf Green 10 BU/BX,bayleaf,Bunch,60,1,19.89,,,,Bay Leaf,6b53fe9a-1bb0-467d-b6cd-90f28603d29d,0.8385019302368164,2025-05-09,2025-05-10
Flowermarketplace,2270312,Bayleaf Green 25 BU/BX,bayleaf,Bunch,60,1,19.89,,,,Bay Leaf,6b53fe9a-1bb0-467d-b6cd-90f28603d29d,0.8385019302368164,2025-05-09,2025-05-10
Flowermarketplace,2220769,Beargrass Green 20 BU/BX,Beargrass,Bunch,6070,1,3.89,,,,,,,2025-05-09,2025-05-10
Flowermarketplace,2134968,Beargrass Green 40 BU/BX,Beargrass,Bunch,7080,1,3.67,,,,,,,2025-05-09,2025-05-10
Flowermarketplace,2258295,BIRCH BRANCHES Gold W/GLITTER 30BU/BX,birch branches,Bunch,,1,13.22,,,,,,,2025-05-09,2025-05-10
Flowermarketplace,2271358,BIRCH BRANCHES White FROSTED SNOW 15BU/BX.,birch branches,Bunch,,1,13.22,,,,,,,2025-05-09,2025-05-10
Flowermarketplace,2143945,Bouquet Salal Green Bqt,bouquet salal,Bunch,60,1,7.22,,,,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.8181103467941284,2025-05-09,2025-05-10
Flowermarketplace,2131085,Brassica Kale Assorted,brassica-kale spx,Stems,50,1,3.1,,,,,,,2025-05-09,2025-05-10
Flowermarketplace,2227763,Calathea Green ZEBRINA 10 BU/BX,Calathea,Bunch,2030,1,7.78,,,,,,,2025-05-09,2025-05-10
Flowermarketplace,2131100,Calla Green Goddess,Calla Lily,Stems,,1,4.18,Garnet Glow Calla's,dca9ddbe-eda1-4b58-b187-79b7d1201259,0.9568585753440857,Calla's,abc3802a-cdb2-4f92-874a-fe36927e8ec1,0.9822424054145813,2025-05-09,2025-05-10
Flowermarketplace,2211971,Calla Mini Assorted,Calla (Mini),Stems,50,1,3.0,Red Mini Calla,b23e4928-c914-4a09-9f07-fb20b28ec6af,0.9959837198257446,Mini Calla,f34eaca7-c4d0-4824-a331-ce601ee98869,0.9978673458099365,2025-05-09,2025-05-10
Flowermarketplace,2274276,Calla Mini Black/BX,Calla (Mini),Stems,60,80,3.22,Black Mini Calla,f43a2f7c-75e5-4bd6-9563-3d4a85702448,0.9661385416984558,Mini Calla,f34eaca7-c4d0-4824-a331-ce601ee98869,0.9978673458099365,2025-05-09,2025-05-10
Flowermarketplace,2264378,Calla Mini Purple/BX,Calla (Mini),Stems,50,80,3.0,Purple Mini Calla,472caf29-a349-4314-bba8-43acb3357868,0.9587075710296631,Mini Calla,f34eaca7-c4d0-4824-a331-ce601ee98869,0.9978673458099365,2025-05-09,2025-05-10
Flowermarketplace,2131106,Calla White Magnum,Calla Lily,Stems,,1,4.45,Artic White Calla's,dcfa60e7-1879-4459-8cb5-4ff6b639f606,0.9596582651138306,Calla's,abc3802a-cdb2-4f92-874a-fe36927e8ec1,0.9822424054145813,2025-05-09,2025-05-10
Flowermarketplace,2131116,Calla White Premium,Calla Lily,Stems,,1,3.65,Artic White Calla's,dcfa60e7-1879-4459-8cb5-4ff6b639f606,0.9081119298934937,Calla's,abc3802a-cdb2-4f92-874a-fe36927e8ec1,0.9822424054145813,2025-05-09,2025-05-10
Flowermarketplace,2131120,Calla White Select,"Calla Lily, Calla",Stems,,1,2.85,Artic White Calla's,dcfa60e7-1879-4459-8cb5-4ff6b639f606,0.9676809310913086,Calla's,abc3802a-cdb2-4f92-874a-fe36927e8ec1,0.9761168360710144,2025-05-09,2025-05-10
Flowermarketplace,2216971,Callas Bqt w/ Leaf White 10BU/BX,callas bqt w/ leaf,Bunch,90,1,31.0,Artic White Calla's,dcfa60e7-1879-4459-8cb5-4ff6b639f606,0.929653525352478,Calla's,abc3802a-cdb2-4f92-874a-fe36927e8ec1,0.9044482707977295,2025-05-09,2025-05-10
Flowermarketplace,2274277,Campanula Purple/BX,Campanula,Stems,60,60,6.11,Purple Campanula,ab43b132-ced7-4644-b458-756d0015cc76,0.95977783203125,Campanula,1dc7ebac-ec79-439e-b916-09f304bb4ba0,1.0,2025-05-09,2025-05-10
Flowermarketplace,2193423,Carnation Assorted Fancy/BX,Carnations,Stems,60,250,0.76,Ocre Carnation,f0b99943-784a-4a34-964e-f170476b7644,0.9979925751686096,Carnation,3322369c-cdde-479c-a465-e03c0826111e,1.0,2025-05-09,2025-05-10
Flowermarketplace,2274139,Carnation Hot Pink Select.-/BX,Carnations,Stems,,300,0.98,Boheme  Carnation,68495e95-392a-4e54-b46e-d79d39dbb7c8,0.9974722266197205,Carnation,3322369c-cdde-479c-a465-e03c0826111e,1.0,2025-05-09,2025-05-10
Flowermarketplace,2197583,Carnation Orange Fancy,Carnations,Stems,,1,0.76,Velvet Carnation,4edd63b5-14e3-469e-b2be-bd2feec0fdf7,0.9995198249816895,Carnation,3322369c-cdde-479c-a465-e03c0826111e,1.0,2025-05-09,2025-05-10
Flowermarketplace,327302,CARNATION PEACH FANCY,Carnations,Stems,,1,0.52,Velvet Carnation,4edd63b5-14e3-469e-b2be-bd2feec0fdf7,0.9995198249816895,Carnation,3322369c-cdde-479c-a465-e03c0826111e,1.0,2025-05-09,2025-05-10
Flowermarketplace,2269886,CARNATION PEPERMINT NAVIDAD SELECT,Carnations,Stems,,1,0.58,Bacarat Pink Carnation,93c5419d-9f21-4a1a-a1ab-15dc4d478242,0.9976155757904053,Carnation,3322369c-cdde-479c-a465-e03c0826111e,1.0,2025-05-09,2025-05-10
Flowermarketplace,2212505,Carnation Pink Fancy/BX,Carnations,Stems,60,250,1.11,Ocre Carnation,f0b99943-784a-4a34-964e-f170476b7644,0.9979925751686096,Carnation,3322369c-cdde-479c-a465-e03c0826111e,1.0,2025-05-09,2025-05-10
Flowermarketplace,2197586,Carnation Red Fancy,Carnations,Stems,60,1,0.76,Velvet Carnation,4edd63b5-14e3-469e-b2be-bd2feec0fdf7,0.9995198249816895,Carnation,3322369c-cdde-479c-a465-e03c0826111e,1.0,2025-05-09,2025-05-10
Flowermarketplace,2263702,Carnation RED Select &#8211;/BX,Carnations,Stems,,300,0.98,"Valentine Assorted (Red, Pink, White) Carnation",2f900fd8-a318-4ce4-b4b8-3b912d3e4f52,0.980358362197876,Carnation,3322369c-cdde-479c-a465-e03c0826111e,1.0,2025-05-09,2025-05-10
Flowermarketplace,2096090,CARNATION WHITE SELECT,Carnations,Stems,,1,0.62,Pink Carnation,099afe34-5d77-4e3d-ad1b-9de715fb92cd,0.9992160201072693,Carnation,3322369c-cdde-479c-a465-e03c0826111e,1.0,2025-05-09,2025-05-10
Flowermarketplace,2212810,Carnation Yellow Fancy,Carnations,Stems,,1,0.76,Velvet Carnation,4edd63b5-14e3-469e-b2be-bd2feec0fdf7,0.9995198249816895,Carnation,3322369c-cdde-479c-a465-e03c0826111e,1.0,2025-05-09,2025-05-10
Flowermarketplace,1857922,Carns Assorted Fancy,Carnation,Stems,,1,0.78,,,,Carnation,3322369c-cdde-479c-a465-e03c0826111e,1.0,2025-05-09,2025-05-10
Flowermarketplace,2131178,Carns Assorted Select,Carnations,Stems,,1,0.83,,,,Carnation,3322369c-cdde-479c-a465-e03c0826111e,1.0,2025-05-09,2025-05-10
Flowermarketplace,1886969,Carns Bi Color Burgundy Nobbio Burgundy Std,Carnations,Stems,,1,0.73,,,,Carnation,3322369c-cdde-479c-a465-e03c0826111e,1.0,2025-05-09,2025-05-10
Flowermarketplace,2139613,Carns Bi Color Purple Nobbio Violet Fancy,Carnation,Stems,,1,0.83,,,,Carnation,3322369c-cdde-479c-a465-e03c0826111e,1.0,2025-05-09,2025-05-10
Flowermarketplace,1872086,Carns Bi Color WH/PU Mariposa Fancy,"Carnation, Carnations",Stems,,1,0.83,,,,Carnation,3322369c-cdde-479c-a465-e03c0826111e,0.9986213445663452,2025-05-09,2025-05-10
Flowermarketplace,1857939,Carns Florigene Assorted Select,Carnation,Stems,,1,1.3,,,,Carnation,3322369c-cdde-479c-a465-e03c0826111e,1.0,2025-05-09,2025-05-10
Flowermarketplace,1859014,Carns Florigene Moonshade Purple Select,Carnation,Stems,,1,0.98,,,,Carnation,3322369c-cdde-479c-a465-e03c0826111e,1.0,2025-05-09,2025-05-10
Flowermarketplace,2131309,Carns Hot Pink Bizet Fancy,Carnation,Stems,,1,0.75,,,,Carnation,3322369c-cdde-479c-a465-e03c0826111e,1.0,2025-05-09,2025-05-10
Flowermarketplace,2131321,Carns Hot Pink Bizet Select,Carnation,Stems,,1,0.93,,,,Carnation,3322369c-cdde-479c-a465-e03c0826111e,1.0,2025-05-09,2025-05-10
Flowermarketplace,2085702,Carns Hot Pink Cervantes Fancy,Carnations,Stems,,1,0.88,,,,Carnation,3322369c-cdde-479c-a465-e03c0826111e,1.0,2025-05-09,2025-05-10
Flowermarketplace,2085704,Carns Hot Pink Cervantes Select,Carnations,Stems,,1,0.93,,,,Carnation,3322369c-cdde-479c-a465-e03c0826111e,1.0,2025-05-09,2025-05-10
Flowermarketplace,2085706,Carns Hot Pink Cervantes Std,Carnations,Stems,,1,0.88,,,,Carnation,3322369c-cdde-479c-a465-e03c0826111e,1.0,2025-05-09,2025-05-10
Flowermarketplace,1857950,Carns Hot Pink Mandalay Fancy,Carnations,Stems,,1,0.75,,,,Carnation,3322369c-cdde-479c-a465-e03c0826111e,1.0,2025-05-09,2025-05-10
Flowermarketplace,2263141,Carns Hot Pink Oviedo Select,Carnation,Stems,,1,0.93,,,,Carnation,3322369c-cdde-479c-a465-e03c0826111e,1.0,2025-05-09,2025-05-10
Flowermarketplace,2072924,Carns Hot Pink Zeppelin Select,Carnation,Stems,,1,0.78,,,,Carnation,3322369c-cdde-479c-a465-e03c0826111e,1.0,2025-05-09,2025-05-10
Flowermarketplace,1857987,Carns M Day Pack Fancy,Carnations,Stems,,1,0.75,,,,Carnation,3322369c-cdde-479c-a465-e03c0826111e,1.0,2025-05-09,2025-05-10
Flowermarketplace,1995013,Carns M Day Pack Select,Carnation,Stems,,1,0.78,,,,Carnation,3322369c-cdde-479c-a465-e03c0826111e,1.0,2025-05-09,2025-05-10
Flowermarketplace,2097700,Carns Minami Assorted Select,Carnations,Stems,,10,0.88,,,,Carnation,3322369c-cdde-479c-a465-e03c0826111e,1.0,2025-05-09,2025-05-10
Flowermarketplace,1857992,Carns Novelty Assorted Select,Carnation,Stems,,1,0.78,,,,Carnation,3322369c-cdde-479c-a465-e03c0826111e,1.0,2025-05-09,2025-05-10
Flowermarketplace,2145789,Carns Orange Caroline Fancy,Carnation,Stems,,1,0.83,,,,Carnation,3322369c-cdde-479c-a465-e03c0826111e,1.0,2025-05-09,2025-05-10
Flowermarketplace,2143655,Carns Orange Lion King Fancy,Carnation,Stems,,1,0.83,,,,Carnation,3322369c-cdde-479c-a465-e03c0826111e,1.0,2025-05-09,2025-05-10
Flowermarketplace,1858001,Carns Orange Lion King Select,Carnations,Stems,,1,0.88,,,,Carnation,3322369c-cdde-479c-a465-e03c0826111e,1.0,2025-05-09,2025-05-10
Flowermarketplace,2140438,Carns Orange Megan Fancy,Carnation,Stems,,1,0.88,,,,Carnation,3322369c-cdde-479c-a465-e03c0826111e,1.0,2025-05-09,2025-05-10
Flowermarketplace,1876453,Carns Orange Megan Std,"Carnation, Carnations",Stems,,1,0.78,,,,Carnation,3322369c-cdde-479c-a465-e03c0826111e,0.9986213445663452,2025-05-09,2025-05-10
Flowermarketplace,1951169,Carns Pink Ilusion Std,Carnation,Stems,,1,0.68,,,,Carnation,3322369c-cdde-479c-a465-e03c0826111e,1.0,2025-05-09,2025-05-10
Flowermarketplace,2228317,Carns Purple Damascus Std,Carnation,Stems,,1,0.88,,,,Carnation,3322369c-cdde-479c-a465-e03c0826111e,1.0,2025-05-09,2025-05-10
Flowermarketplace,2274262,Carns Rainbow CBU,Carnation,Bunch,,7,7.25,,,,Carnation,3322369c-cdde-479c-a465-e03c0826111e,1.0,2025-05-09,2025-05-10
Flowermarketplace,2228799,Carns Tinted Radiant Cotton Candy Select,Carnation,Stems,,1,1.15,,,,Carnation,3322369c-cdde-479c-a465-e03c0826111e,1.0,2025-05-09,2025-05-10
Flowermarketplace,2235928,Carns Tinted Radiant Rainbow CCT 047 Select,Carnation,Stems,,1,1.15,,,,Carnation,3322369c-cdde-479c-a465-e03c0826111e,1.0,2025-05-09,2025-05-10
Flowermarketplace,2228331,Carns Vintage CM/BU Merletto Crimson Fancy,Carnation,Stems,,1,0.88,,,,Carnation,3322369c-cdde-479c-a465-e03c0826111e,1.0,2025-05-09,2025-05-10
Flowermarketplace,2136842,Carns Vintage /Pink Creola Select,Carnations,Stems,,1,0.93,,,,Carnation,3322369c-cdde-479c-a465-e03c0826111e,1.0,2025-05-09,2025-05-10
Flowermarketplace,2254425,Carns Vintage /Pink Turron Fancy,Carnation,Stems,,1,0.75,,,,Carnation,3322369c-cdde-479c-a465-e03c0826111e,1.0,2025-05-09,2025-05-10
Flowermarketplace,2254427,Carns Vintage /Pink Turron Select,Carnation,Stems,,1,0.93,,,,Carnation,3322369c-cdde-479c-a465-e03c0826111e,1.0,2025-05-09,2025-05-10
Flowermarketplace,1889627,Carns Vintage /Red Cover Wine Select,Carnations,Stems,,1,0.93,,,,Carnation,3322369c-cdde-479c-a465-e03c0826111e,1.0,2025-05-09,2025-05-10
Flowermarketplace,2135145,Carns Vintage Dusty Pink Lege Pink Fancy,Carnation,Stems,,1,0.83,,,,Carnation,3322369c-cdde-479c-a465-e03c0826111e,1.0,2025-05-09,2025-05-10
Flowermarketplace,1858059,Carns Vintage Dusty Pink Lege Pink Select,"Carnation, Carnation",Stems,,1,0.88,,,,Carnation,3322369c-cdde-479c-a465-e03c0826111e,0.9986213445663452,2025-05-09,2025-05-10
Flowermarketplace,1859375,Carns Vintage Mix Fancy,Carnation,Stems,,1,0.83,,,,Carnation,3322369c-cdde-479c-a465-e03c0826111e,1.0,2025-05-09,2025-05-10
Flowermarketplace,2131477,Carns Vintage Mix Select,Carnations,Stems,,1,0.88,,,,Carnation,3322369c-cdde-479c-a465-e03c0826111e,1.0,2025-05-09,2025-05-10
Flowermarketplace,2219946,Carns Vintage Peach Ambar Fancy,Carnation,Stems,,1,0.88,,,,Carnation,3322369c-cdde-479c-a465-e03c0826111e,1.0,2025-05-09,2025-05-10
Flowermarketplace,2176852,Carns Vintage Peach Honey Select,Carnation,Stems,,1,0.93,,,,Carnation,3322369c-cdde-479c-a465-e03c0826111e,1.0,2025-05-09,2025-05-10
