competitor,competitor_product_id,competitor_product_name,competitor_product_group_name,unit,stem_length,stems_per_unit,price_per_stem,matched_variety_name,variety_key,variety_score,matched_product_group_name,product_group_key,product_group_score,created_at,eta_date
Flowermarketplace,2098107,GYPSOPHILIA WHITE XLENCE 250gr,Gypsophila,Bunch,,1,10.04,Gypsophila Light Pink Dried and Preserved Flowers,be6f807a-d68b-4cac-8494-958b78167583,0.9673296213150024,Gypsophilia (Babys breath),0c9f14f5-d919-4590-bbb6-f8f0f14a30e2,0.9381563663482666,2025-05-09,2025-05-10
Flowermarketplace,2134990,Helecho Green 20BU/BX,Helecho,Bunch,5060,1,17.67,,,,,,,2025-05-09,2025-05-10
Flowermarketplace,2161501,Helleborus White,specialty spx,Stems,,1,3.6,Green Helleborus,6f03c8ce-3569-4d38-8658-7cbf8921db93,0.9944956302642822,,,,2025-05-09,2025-05-10
Flowermarketplace,2223480,HOLLY FERN GREEN 15 BU/BX,holly fern,Bunch,,1,9.44,,,,,,,2025-05-09,2025-05-10
Flowermarketplace,2221171,HONEY BRACELET GREEN 10 BU/BX,honey bracelet,Bunch,6070,1,9.44,,,,,,,2025-05-09,2025-05-10
Flowermarketplace,1863915,Hydrangea Baby Dark Green,Hydrangea,Stems,,1,1.98,Baby Peach Hydrangea tinted,65bfe376-d197-49de-9665-9852dc795893,0.9985343813896179,Hydrangea,3711d6d5-1bf9-491f-8005-af223f9d3203,1.0000001192092896,2025-05-09,2025-05-10
Flowermarketplace,2131675,Hydrangea Baby Green x,Hydrangea,Stems,,1,1.98,Baby Blue  Hydrangea tinted,cbab930d-e6cb-455a-81fa-53abd9f82ae2,0.997846245765686,Hydrangea,3711d6d5-1bf9-491f-8005-af223f9d3203,1.0000001192092896,2025-05-09,2025-05-10
Flowermarketplace,2126167,HYDRANGEA GREEN ANTIQUE PREMIUM,Hydrangea,Stems,,1,4.76,Antique Jumbo Grade Assorted Hydrangea,c9d23acb-f550-424a-af9d-dc6c5157170a,0.9955241680145264,Hydrangea,3711d6d5-1bf9-491f-8005-af223f9d3203,1.0000001192092896,2025-05-09,2025-05-10
Flowermarketplace,2263706,Hypericum Assorted Romance &#8211; 16BU/BX,Hypericum,Bunch,60,1,15.44,Valentine Assorted Hypericum,4fbf5c9c-051a-4145-80e4-f9dbf84f42fb,0.9893925786018372,Hypericum,8bff6b99-de91-492b-820f-83cf5c097212,1.0,2025-05-09,2025-05-10
Flowermarketplace,1897533,Hypericum Assorted,Hypericum,Bunch,70,1,12.93,Pink Hypericum,50929b60-b668-402a-a113-efc0399e669d,0.9988922476768494,Hypericum,8bff6b99-de91-492b-820f-83cf5c097212,1.0,2025-05-09,2025-05-10
Flowermarketplace,1858134,Hypericum Assorted Coco,Hypericum,Bunch,60,1,12.93,Coco Uno Hypericum,3c70cb7c-f8f6-478c-8d04-4f2affb11260,0.9990547895431519,Hypericum,8bff6b99-de91-492b-820f-83cf5c097212,1.0,2025-05-09,2025-05-10
Flowermarketplace,2131730,Hypericum Assorted Romance,Hypericum,Bunch,60,1,14.18,Mellow Romance Hypericum,50d00d11-0a05-463c-ac74-16edbb89b5fc,0.9957108497619629,Hypericum,8bff6b99-de91-492b-820f-83cf5c097212,1.0,2025-05-09,2025-05-10
Flowermarketplace,2131731,Hypericum Assorted Romance,Hypericum,Bunch,70,1,15.48,Mellow Romance Hypericum,50d00d11-0a05-463c-ac74-16edbb89b5fc,0.9957108497619629,Hypericum,8bff6b99-de91-492b-820f-83cf5c097212,1.0,2025-05-09,2025-05-10
Flowermarketplace,2259654,Hypericum Bamboo (Green) Coco 10BU/BX,Hypericum,Bunch,50,1,15.0,Coco Bamboo Hypericum,530bcce3-3862-4ecf-928f-d8789518b83f,0.9955266714096069,Hypericum,8bff6b99-de91-492b-820f-83cf5c097212,1.0,2025-05-09,2025-05-10
Flowermarketplace,2259656,Hypericum Green 9BU/BX,Hypericum,Bunch,55,1,15.44,Coco Bamboo Hypericum,530bcce3-3862-4ecf-928f-d8789518b83f,0.9919909238815308,Hypericum,8bff6b99-de91-492b-820f-83cf5c097212,1.0,2025-05-09,2025-05-10
Flowermarketplace,2211554,Hypericum Magical Burgundy Romance 8BU/BX,Hypericum,Bunch,60,1,15.44,Magical Hot Pink Hypericum,e671b2d4-4e13-4840-ae3f-01b739238659,0.9911543726921082,Hypericum,8bff6b99-de91-492b-820f-83cf5c097212,1.0,2025-05-09,2025-05-10
Flowermarketplace,2273791,Hypericum MIX 8BU/BX,Hypericum,Bunch,60,1,17.67,Coco Assorted Hypericum,b2681d42-67fd-491c-abe0-cdf9e511a8ae,0.9897535443305969,Hypericum,8bff6b99-de91-492b-820f-83cf5c097212,1.0,2025-05-09,2025-05-10
Flowermarketplace,2220976,Hypericum MIX COCO 20 BU/BX,Hypericum,Bunch,50,1,15.0,Coco Assorted Hypericum,b2681d42-67fd-491c-abe0-cdf9e511a8ae,0.9938867688179016,Hypericum,8bff6b99-de91-492b-820f-83cf5c097212,1.0,2025-05-09,2025-05-10
Flowermarketplace,2220977,Hypericum MIX COCO MIX 10 BU/BX,Hypericum,Bunch,50,1,15.44,Coco Assorted Hypericum,b2681d42-67fd-491c-abe0-cdf9e511a8ae,0.9939296245574951,Hypericum,8bff6b99-de91-492b-820f-83cf5c097212,1.0,2025-05-09,2025-05-10
Flowermarketplace,2240559,Hypericum Peach Super Salmon,Hypericum,Bunch,70,1,16.75,Super Pink Hypericum,b2e2800c-8bf2-4a4a-8973-d0ab91a5829b,0.9974964261054993,Hypericum,8bff6b99-de91-492b-820f-83cf5c097212,1.0,2025-05-09,2025-05-10
Flowermarketplace,2270691,Hypericum Pink Lovely Romance,Hypericum,Bunch,60,1,14.18,Mellow Romance Hypericum,50d00d11-0a05-463c-ac74-16edbb89b5fc,0.9956439733505249,Hypericum,8bff6b99-de91-492b-820f-83cf5c097212,1.0,2025-05-09,2025-05-10
Flowermarketplace,2211904,Hypericum Pink Sweet Romance,Hypericum,Bunch,70,1,15.48,,,,Hypericum,8bff6b99-de91-492b-820f-83cf5c097212,1.0,2025-05-09,2025-05-10
Flowermarketplace,2211748,Hypericum Red Coco Rio,Hypericum,Bunch,60,1,12.93,Coco Rio Hypericum,cc995092-dce0-4b1b-8a9c-7114e46ededb,0.9995297193527222,Hypericum,8bff6b99-de91-492b-820f-83cf5c097212,1.0,2025-05-09,2025-05-10
Flowermarketplace,2211750,Hypericum Red Coco Rio,Hypericum,Bunch,70,1,14.23,Coco Rio Hypericum,cc995092-dce0-4b1b-8a9c-7114e46ededb,0.9995297193527222,Hypericum,8bff6b99-de91-492b-820f-83cf5c097212,1.0,2025-05-09,2025-05-10
Flowermarketplace,2220978,Hypericum RED ROMANCE Romance 8 BU/BX,Hypericum,Bunch,60,1,15.44,Mellow Romance Hypericum,50d00d11-0a05-463c-ac74-16edbb89b5fc,0.9916588068008423,Hypericum,8bff6b99-de91-492b-820f-83cf5c097212,1.0,2025-05-09,2025-05-10
Flowermarketplace,2144600,Hypericum Red True Romance,Hypericum,Bunch,60,1,14.18,Mellow Romance Hypericum,50d00d11-0a05-463c-ac74-16edbb89b5fc,0.9944998621940613,Hypericum,8bff6b99-de91-492b-820f-83cf5c097212,1.0,2025-05-09,2025-05-10
Flowermarketplace,2109767,HYPERICUM RED TRUE ROMANCE,Hypericum,Stems,70,1,1.16,Mellow Romance Hypericum,50d00d11-0a05-463c-ac74-16edbb89b5fc,0.9944998621940613,Hypericum,8bff6b99-de91-492b-820f-83cf5c097212,1.0,2025-05-09,2025-05-10
Flowermarketplace,2140957,Hypericum Red True Romance,Hypericum,Bunch,70,1,15.48,Mellow Romance Hypericum,50d00d11-0a05-463c-ac74-16edbb89b5fc,0.9944998621940613,Hypericum,8bff6b99-de91-492b-820f-83cf5c097212,1.0,2025-05-09,2025-05-10
Flowermarketplace,2220979,Hypericum Rio (Red) COCO 14 BU/BX,Hypericum,Bunch,60,1,17.22,Coco Rio Hypericum,cc995092-dce0-4b1b-8a9c-7114e46ededb,0.994829535484314,Hypericum,8bff6b99-de91-492b-820f-83cf5c097212,1.0,2025-05-09,2025-05-10
Flowermarketplace,2220980,Hypericum Rio (Red) Coco 8 BU/BX,Hypericum,Bunch,60,1,16.67,Coco Assorted Hypericum,b2681d42-67fd-491c-abe0-cdf9e511a8ae,0.994843602180481,Hypericum,8bff6b99-de91-492b-820f-83cf5c097212,1.0,2025-05-09,2025-05-10
Flowermarketplace,2264706,Hypericum Tango (Red) Coco &#8211; 15BU/BX,Hypericum,Bunch,60,1,16.67,Coco Assorted Hypericum,b2681d42-67fd-491c-abe0-cdf9e511a8ae,0.9891003370285034,Hypericum,8bff6b99-de91-492b-820f-83cf5c097212,1.0,2025-05-09,2025-05-10
Flowermarketplace,2274282,Hypericum Uno (White) 16BUBX,Hypericum,Bunch,60,1,18.89,Coco Assorted Hypericum,b2681d42-67fd-491c-abe0-cdf9e511a8ae,0.9914572834968567,Hypericum,8bff6b99-de91-492b-820f-83cf5c097212,1.0,2025-05-09,2025-05-10
Flowermarketplace,2220981,Hypericum Uno (White) COCO 8 BU/BX,Hypericum,Bunch,60,1,18.89,Coco Assorted Hypericum,b2681d42-67fd-491c-abe0-cdf9e511a8ae,0.9948503375053406,Hypericum,8bff6b99-de91-492b-820f-83cf5c097212,1.0,2025-05-09,2025-05-10
Flowermarketplace,1860281,Hypericum White Cool Romance,Hypericum,Bunch,60,1,14.18,Mellow Romance Hypericum,50d00d11-0a05-463c-ac74-16edbb89b5fc,0.9952025413513184,Hypericum,8bff6b99-de91-492b-820f-83cf5c097212,1.0,2025-05-09,2025-05-10
Flowermarketplace,2119049,HYPERICUM WHITE COOL ROMANCE,Hypericum,Stems,70,1,1.16,Mellow Romance Hypericum,50d00d11-0a05-463c-ac74-16edbb89b5fc,0.9952025413513184,Hypericum,8bff6b99-de91-492b-820f-83cf5c097212,1.0,2025-05-09,2025-05-10
Flowermarketplace,1860284,Hypericum White Cool Romance,Hypericum,Bunch,70,1,12.93,Mellow Romance Hypericum,50d00d11-0a05-463c-ac74-16edbb89b5fc,0.9952025413513184,Hypericum,8bff6b99-de91-492b-820f-83cf5c097212,1.0,2025-05-09,2025-05-10
Flowermarketplace,2263708,Hypericum White Romance &#8211; 16BU/BX,Hypericum,Bunch,60,1,16.67,Valentine Assorted Hypericum,4fbf5c9c-051a-4145-80e4-f9dbf84f42fb,0.9893925786018372,Hypericum,8bff6b99-de91-492b-820f-83cf5c097212,1.0,2025-05-09,2025-05-10
Flowermarketplace,2140566,Hypericum White Super,Hypericum,Bunch,70,1,12.93,Super Pink Hypericum,b2e2800c-8bf2-4a4a-8973-d0ab91a5829b,0.9981898665428162,Hypericum,8bff6b99-de91-492b-820f-83cf5c097212,1.0,2025-05-09,2025-05-10
Flowermarketplace,2242671,Introductory Flower Box,Combo Boxes,Bunch,,1,9.38,,,,,,,2025-05-09,2025-05-10
Flowermarketplace,2242673,Introductory Rose Box,Combo Boxes,Box,,1,229.0,,,,,,,2025-05-09,2025-05-10
Flowermarketplace,2242672,Introductory Roses and Flower Box,Combo Boxes,Box,,1,199.0,,,,,,,2025-05-09,2025-05-10
Flowermarketplace,2211873,Iris Purple 120STM/BX,Iris,Stems,60,120,1.89,,,,Iris,e7188a6f-198d-4287-97ed-1c326bf248c3,1.000000238418579,2025-05-09,2025-05-10
Flowermarketplace,2170469,Iris SPX Yellow,Iris SPX,Stems,,1,1.68,,,,,,,2025-05-09,2025-05-10
Flowermarketplace,121,ITALIAN RUSCUS,Greens,Bunch,,1,11.38,Italian Ruscus,d7583b3b-5a47-42ca-b83d-9cb4f880a768,1.0000001192092896,,,,2025-05-09,2025-05-10
Flowermarketplace,2193911,ITALIAN RUSCUS 200GR,greens,Bunch,,1,11.38,,,,,,,2025-05-09,2025-05-10
Flowermarketplace,326436,IVY GREEN PREMIUM,Greens,Bunch,,1,12.02,,,,,,,2025-05-09,2025-05-10
Flowermarketplace,2258303,Ivy Variegated 100STM/BX,Ivy Variegated,Stems,,100,2.0,,,,,,,2025-05-09,2025-05-10
Flowermarketplace,2178692,Jade Green REGULAR 30 BU/BX,jade,Bunch,5560,1,4.33,,,,,,,2025-05-09,2025-05-10
Flowermarketplace,2223898,Kale assorted,Kale,Stems,,50,3.22,,,,Kale,a06f225f-b6ca-4dc8-8b80-f3cb014b1794,1.0000001192092896,2025-05-09,2025-05-10
Flowermarketplace,2135008,Kale Purple,Kale,Stems,50,50,3.22,,,,Kale,a06f225f-b6ca-4dc8-8b80-f3cb014b1794,1.0000001192092896,2025-05-09,2025-05-10
Flowermarketplace,2145235,Kale White,Kale,Stems,50,50,3.22,,,,Kale,a06f225f-b6ca-4dc8-8b80-f3cb014b1794,1.0000001192092896,2025-05-09,2025-05-10
Flowermarketplace,2192305,L.A. Lily White,l.a. lily,Stems,,1,2.44,,,,,,,2025-05-09,2025-05-10
Flowermarketplace,2230922,Lagurus White DRIED BUNNY TAIL 40BU/BX.,Lagurus,Bunch,,1,14.44,,,,,,,2025-05-09,2025-05-10
Flowermarketplace,2131779,Larkspur Assorted,Larkspur SPX,Bunch,80,1,20.6,Pink Larkspur,fd216936-d6d6-4b11-8024-5585c8c78bf7,0.9967074394226074,Larkspur,4ec49f8d-67d8-4658-b005-4792e9b2daee,0.9801058769226074,2025-05-09,2025-05-10
Flowermarketplace,1908530,Larkspur Purple,Larkspur,Bunch,90,1,21.88,Pink Larkspur,fd216936-d6d6-4b11-8024-5585c8c78bf7,0.9967074394226074,Larkspur,4ec49f8d-67d8-4658-b005-4792e9b2daee,1.0,2025-05-09,2025-05-10
Flowermarketplace,329086,LARKSPUR ASSORTED,Larkspur,Bunch,,1,10.64,Pink Larkspur,fd216936-d6d6-4b11-8024-5585c8c78bf7,0.9967074394226074,Larkspur,4ec49f8d-67d8-4658-b005-4792e9b2daee,1.0,2025-05-09,2025-05-10
Flowermarketplace,2191497,Larkspur Pink 12 BU/BX,Larkspur,Bunch,90,1,22.11,Dark Blue Larkspur,8f276eef-43a2-4229-adaf-b30b506afbdb,0.9831738471984863,Larkspur,4ec49f8d-67d8-4658-b005-4792e9b2daee,1.0,2025-05-09,2025-05-10
Flowermarketplace,2191498,Larkspur Purple 12 BU/BX,Larkspur,Bunch,90,1,22.11,Dark Blue Larkspur,8f276eef-43a2-4229-adaf-b30b506afbdb,0.9831738471984863,Larkspur,4ec49f8d-67d8-4658-b005-4792e9b2daee,1.0,2025-05-09,2025-05-10
Flowermarketplace,2223597,Larkspur WHITE WHITE 12 BU/BX,Larkspur,Bunch,90,1,22.11,Dark Blue Larkspur,8f276eef-43a2-4229-adaf-b30b506afbdb,0.9831738471984863,Larkspur,4ec49f8d-67d8-4658-b005-4792e9b2daee,1.0,2025-05-09,2025-05-10
Flowermarketplace,2203168,Lavender Blue Dried 25 BU/BX,Lavender,Bunch,20,1,19.44,,,,,,,2025-05-09,2025-05-10
Flowermarketplace,2259753,Leatherleaf Green 30 BU/BX IMPORTED,Leatherleaf,Bunch,5560,1,5.67,,,,Leatherleaf,f86731fc-25b0-4331-b086-b0d1850e1b0f,1.0,2025-05-09,2025-05-10
Flowermarketplace,2220341,Leatherleaf GREEN SELECT 25 BU/BX,Leatherleaf,Bunch,5560,1,5.67,Junior Leatherleaf,a1d0c52f-1e3d-4c9e-8edc-9bff95469169,0.9124646186828613,Leatherleaf,f86731fc-25b0-4331-b086-b0d1850e1b0f,1.0,2025-05-09,2025-05-10
Flowermarketplace,2220342,Leatherleaf GREEN SELECT 30 BU/BX,Leatherleaf,Bunch,5560,1,5.67,Regular Leatherleaf,b270f924-9d1a-451a-a098-0d207f10114e,0.9203678369522095,Leatherleaf,f86731fc-25b0-4331-b086-b0d1850e1b0f,1.0,2025-05-09,2025-05-10
Flowermarketplace,2267015,Leatherleaf Green SELECT 35BU./BX. FLA,Leatherleaf,Bunch,5560,1,6.11,,,,Leatherleaf,f86731fc-25b0-4331-b086-b0d1850e1b0f,1.0,2025-05-09,2025-05-10
Flowermarketplace,2138237,Leatherleaf Green Select,Leatherleaf,Bunch,6065,1,6.11,Leatherleaf XL Leatherleaf,adcded7b-722d-4fae-9af0-f3cb8890a65a,0.9678061008453369,Leatherleaf,f86731fc-25b0-4331-b086-b0d1850e1b0f,1.0,2025-05-09,2025-05-10
Flowermarketplace,2135010,Leatherleaf Lg. Green Imported SLEEVED 30 BU/BX,Leatherleaf Lg.,Bunch,5560,1,5.67,,,,Leatherleaf,f86731fc-25b0-4331-b086-b0d1850e1b0f,0.9119954109191895,2025-05-09,2025-05-10
Flowermarketplace,2149039,Leatherleaf XL Green Imported SLEEVED 35 BU/BX,leatherleaf xl,Bunch,6570,1,6.11,,,,Leatherleaf,f86731fc-25b0-4331-b086-b0d1850e1b0f,0.9766384959220886,2025-05-09,2025-05-10
Flowermarketplace,2274170,LEPIDIUM GREEN DRAGON PREMIUM,Lepidium,Bunch,80,1,13.42,,,,,,,2025-05-09,2025-05-10
Flowermarketplace,2223372,LEPIDIUM Green GREEN DRAGON 15 BU/BX,Lepidium,Bunch,70,1,16.67,,,,,,,2025-05-09,2025-05-10
Flowermarketplace,1860358,Leucadendron Goldstrike,Leucadendron,Bunch,70,1,14.2,,,,Leucadendron,39835a65-1dc7-4b37-92be-66daf73fac29,1.0,2025-05-09,2025-05-10
Flowermarketplace,2274284,Leucadendron Green ULKA &#8211;/BX,Leucadendron,Stems,50,130,3.11,,,,Leucadendron,39835a65-1dc7-4b37-92be-66daf73fac29,1.0,2025-05-09,2025-05-10
Flowermarketplace,2273728,Leucadendron SPX Assorted YW/Red,leucadendron spx,Bunch,70,1,11.65,,,,,,,2025-05-09,2025-05-10
Flowermarketplace,2236362,Leucadendron SPX Red Eclipse,leucadendron spx,Bunch,60,1,11.65,,,,,,,2025-05-09,2025-05-10
Flowermarketplace,2211883,Leucadendron SPX Red Eclipse,leucadendron spx,Bunch,70,1,12.93,,,,,,,2025-05-09,2025-05-10
Flowermarketplace,2261123,LILIES WHITE OT FOREVER 3/5 b,Lily,Stems,,3,3.4,,,,,,,2025-05-09,2025-05-10
Flowermarketplace,1858170,Lily Assorted Hybrid 3/4,"Lilies, Lily",Stems,,3,2.2,,,,,,,2025-05-09,2025-05-10
Flowermarketplace,1858172,Lily Assorted Oriental 3/4,Lily,Stems,,3,3.63,Hot Pink 3/5 bl Lilies Oriental,c44855b1-970f-4833-9e74-cd91e334f0b6,0.9431554675102234,,,,2025-05-09,2025-05-10
Flowermarketplace,2274020,LILY GRASS,greens,Bunch,,1,3.99,,,,,,,2025-05-09,2025-05-10
Flowermarketplace,2273838,Lily Grass Green 20BU/BX,Lily Grass,Bunch,70,1,6.56,,,,Lilly Grass,37761eea-251a-4a7b-913c-b8cda08fd337,0.9141085743904114,2025-05-09,2025-05-10
Flowermarketplace,2135012,Lily Grass Green GREEN 25 BU/BX,Lily Grass,Bunch,60,1,3.33,,,,Lilly Grass,37761eea-251a-4a7b-913c-b8cda08fd337,0.9141085743904114,2025-05-09,2025-05-10
Flowermarketplace,2220307,Lily Grass GREEN GREEN 50 BU/BX,Lily Grass,Bunch,60,1,2.56,,,,Lilly Grass,37761eea-251a-4a7b-913c-b8cda08fd337,0.9141085743904114,2025-05-09,2025-05-10
Flowermarketplace,2138239,Lily Grass Mix 25 BU/BX,"Lily Grass, Lily Grass Mix",Bunch,60,1,2.56,,,,Lilly Grass,37761eea-251a-4a7b-913c-b8cda08fd337,0.851207971572876,2025-05-09,2025-05-10
Flowermarketplace,144,LILY LA ASSORTED,Lilies,Bunch,,1,19.88,,,,,,,2025-05-09,2025-05-10
Flowermarketplace,148,LILY LA PINK,Lilies,Bunch,,1,25.4,,,,,,,2025-05-09,2025-05-10
Flowermarketplace,2273729,Lily M-Day Pack Hybrid White/Pink ECU 3/4,Lilies,Stems,,3,2.08,,,,,,,2025-05-09,2025-05-10
Flowermarketplace,328993,LILY ORIENTAL SIBERIA,Lilies,Bunch,,1,30.95,Siberia 3/5 bl Lilies Oriental,62c27392-a1a3-40d2-a317-2209364871e4,0.9870752096176147,,,,2025-05-09,2025-05-10
Flowermarketplace,612121,LILY ORIENTAL WHITE,Lilies,Bunch,,1,33.33,Light Pink Lilies Oriental,c81473ca-121a-4b7f-b303-09870942635a,0.9646803736686707,,,,2025-05-09,2025-05-10
Flowermarketplace,2231199,Lily Pink Oriental Rubiano 3/4,Lilies,Stems,,3,3.63,,,,,,,2025-05-09,2025-05-10
Flowermarketplace,2211950,Lily Red Hybrid Ducati 3/4,Lilies,Stems,,3,2.2,,,,,,,2025-05-09,2025-05-10
Flowermarketplace,2141664,Lily White Hybrid Bach 3/4,Lilies,Stems,,3,2.2,,,,,,,2025-05-09,2025-05-10
Flowermarketplace,2273297,Lily White Oriental 3/4,Lilies,Stems,,3,3.63,Hot Pink 3/5 bl Lilies Oriental,c44855b1-970f-4833-9e74-cd91e334f0b6,0.9431554675102234,,,,2025-05-09,2025-05-10
Flowermarketplace,2273299,Lily White Oriental 3/4,Lilies,Stems,,3,3.63,Hot Pink 3/5 bl Lilies Oriental,c44855b1-970f-4833-9e74-cd91e334f0b6,0.9431554675102234,,,,2025-05-09,2025-05-10
Flowermarketplace,2255717,Lily White Oriental Castellani ECU 3/4,Lilies,Stems,,3,3.6,Castellani 3/5 BL Lilies Oriental,f1c4a04a-8e0c-46ab-8a8a-21fac37c8a6a,0.911890983581543,,,,2025-05-09,2025-05-10
Flowermarketplace,2148494,Lily White Oriental Double Snowboard 3/4,Lilies,Stems,,3,4.65,Snowboard (Double) 3/5 Bl Lilies Oriental,76e24b65-0f6a-4da5-a64e-c262840b45c7,0.9686721563339233,,,,2025-05-09,2025-05-10
Flowermarketplace,2274152,Lily White Oriental Forever 2/3,Lilies,Stems,,2,3.63,,,,,,,2025-05-09,2025-05-10
Flowermarketplace,2255758,Lily White Oriental Monteneu 3/4,Lilies,Stems,,3,3.63,Monteneu 3/5 Bl Lilies Oriental,c1058c0d-bf23-4752-a384-92dce3be6f77,0.9764438271522522,,,,2025-05-09,2025-05-10
Flowermarketplace,2273372,Lily White Oriental Santander 2/3,Lilies,Stems,,2,3.63,Santander Lilies Oriental,4da1dd10-bfa1-490d-826a-355d24a38245,0.9659034013748169,,,,2025-05-09,2025-05-10
Flowermarketplace,2215963,Lily White Oriental Santander 3/4,Lilies,Stems,,3,3.63,Santander Lilies Oriental,4da1dd10-bfa1-490d-826a-355d24a38245,0.963984489440918,,,,2025-05-09,2025-05-10
Flowermarketplace,2140736,Lily White Oriental Siberia 2 Bloom,Lilies,Stems,,1,3.13,Siberia 2/3 bl Lilies Oriental,fbfe6d78-ffe3-4529-94c5-6c3831bd8223,0.9721568822860718,,,,2025-05-09,2025-05-10
Flowermarketplace,1859117,Lily White Oriental Siberia 3/4,Lily,Stems,,3,3.63,Siberia 3/5 bl Lilies Oriental,62c27392-a1a3-40d2-a317-2209364871e4,0.9864834547042847,,,,2025-05-09,2025-05-10
Flowermarketplace,2274153,Lily White Oriental Zambesi 2/3,Lilies,Stems,,2,3.63,Zambesi 2/3 Bl Lilies Oriental,c902982e-247f-493e-9048-040b1ef705c8,0.9770629405975342,,,,2025-05-09,2025-05-10
Flowermarketplace,1865530,Lily White Oriental Zambesi 3/4,Lilies,Stems,,3,3.63,Zambesi 3/5 Bl Lilies Oriental,d620c33d-54fd-4267-a46c-69122a978838,0.9758543372154236,,,,2025-05-09,2025-05-10
Flowermarketplace,2263405,Lily Yellow Hybrid Cevennes 3/4,Lilies,Stems,,3,2.2,,,,,,,2025-05-09,2025-05-10
Flowermarketplace,2131816,Lily Yellow Hybrid Dazzle 3/4,Lily,Stems,,3,2.2,,,,,,,2025-05-09,2025-05-10
Flowermarketplace,328985,LIMONIUM ASSORTED,Limonium,Bunch,,1,9.11,Pink Beauty Limonium,170d9b1e-3c8d-46bb-bff5-be4a60f21218,0.990434467792511,Limonium,216f9b19-3671-4899-a8f8-acb3d173dabc,1.000000238418579,2025-05-09,2025-05-10
Flowermarketplace,1858195,Limonium Blue Misty,Limonium,Bunch,,1,15.0,Misty Emile Blue Limonium,255ff96f-4cac-4b41-8762-4ddca2467513,0.9792495965957642,Limonium,216f9b19-3671-4899-a8f8-acb3d173dabc,1.000000238418579,2025-05-09,2025-05-10
Flowermarketplace,2182520,Limonium Blue Misty,Limonium,Bunch,60,1,18.89,Misty Emile Blue Limonium,255ff96f-4cac-4b41-8762-4ddca2467513,0.9792495965957642,Limonium,216f9b19-3671-4899-a8f8-acb3d173dabc,1.000000238418579,2025-05-09,2025-05-10
Flowermarketplace,1977120,LIMONIUM PINA COLADA,Limonium,Bunch,,1,10.7,Pina Colada Limonium,0671eb9d-3278-44f2-80a3-aac75c1a43c6,0.9983303546905518,Limonium,216f9b19-3671-4899-a8f8-acb3d173dabc,1.000000238418579,2025-05-09,2025-05-10
Flowermarketplace,1899645,LIMONIUM PURPLE,Limonium,Bunch,,1,8.15,Pink Beauty Limonium,170d9b1e-3c8d-46bb-bff5-be4a60f21218,0.990434467792511,Limonium,216f9b19-3671-4899-a8f8-acb3d173dabc,1.000000238418579,2025-05-09,2025-05-10
Flowermarketplace,1956608,Limonium White Diamond,Limonium,Bunch,,1,14.98,Pink Beauty Limonium,170d9b1e-3c8d-46bb-bff5-be4a60f21218,0.9900305271148682,Limonium,216f9b19-3671-4899-a8f8-acb3d173dabc,1.000000238418579,2025-05-09,2025-05-10
Flowermarketplace,1858204,Limonium White Misty,Limonium,Bunch,,1,16.28,Misty Emile Blue Limonium,255ff96f-4cac-4b41-8762-4ddca2467513,0.9792495965957642,Limonium,216f9b19-3671-4899-a8f8-acb3d173dabc,1.000000238418579,2025-05-09,2025-05-10
Flowermarketplace,1859269,Limonium White Sinensis,Limonium,Bunch,,10,11.68,Sinensis Pink Limonium,fea8afb5-724f-4b91-bf48-8dd30746f10a,0.995633602142334,Limonium,216f9b19-3671-4899-a8f8-acb3d173dabc,1.000000238418579,2025-05-09,2025-05-10
Flowermarketplace,2188586,Limonium Yellow Diamond,Limonium,Bunch,,1,16.75,Pink Beauty Limonium,170d9b1e-3c8d-46bb-bff5-be4a60f21218,0.9900305271148682,Limonium,216f9b19-3671-4899-a8f8-acb3d173dabc,1.000000238418579,2025-05-09,2025-05-10
Flowermarketplace,2274289,Lisianthus White/BX,Lisianthus,Bunch,60,160,5.56,White Lisianthus Single,8493865d-6fb1-4668-a4a1-676de9057c24,0.9276602268218994,Lisianthus Single,0e314f31-8359-4687-946f-6bc500c89993,0.9895356893539429,2025-05-09,2025-05-10
Flowermarketplace,2273793,Magnolia Branches Green 15BU/BX,magnolia branches,Bunch,60,1,21.11,,,,Magnolia,4ad9434e-dd6f-4f27-9f30-01cc2658eb96,0.8214147686958313,2025-05-09,2025-05-10
Flowermarketplace,2224595,MAIDENHAIR GREEN 15 BU/BX.,maidenhair,Bunch,,1,13.22,,,,,,,2025-05-09,2025-05-10
Flowermarketplace,2273513,Massangeana Variegated 20BU/BX,massangeana,Bunch,6070,1,7.78,,,,,,,2025-05-09,2025-05-10
Flowermarketplace,2271555,MCalla-Zantedeschia Assorted,mcalla-zantedeschia,Stems,50,1,2.83,,,,,,,2025-05-09,2025-05-10
Flowermarketplace,2135016,Mexican Myrtle Green 10 BU/BX,Mexican Myrtle,Bunch,40,1,8.78,,,,,,,2025-05-09,2025-05-10
Flowermarketplace,1907065,MICRO YELLOW POM NOVELTY,Pompons,Bunch,,1,7.04,,,,,,,2025-05-09,2025-05-10
Flowermarketplace,2135018,Ming Fern Green 15 BU/BX,Ming Fern,Bunch,5055,1,7.78,,,,,,,2025-05-09,2025-05-10
