competitor_product_id,competitor,matched_ibuyflowers,matched_variety
514262,Carnation Kaori Pink Select,Null,Null
484861,Carnation Komachi Pink/White Select,Carnation Komachi Pink,c12fdaaf-a7ad-4b88-9489-f6912edf061f
799475,Carnation Lege Marrone Beige Select,Carnation Lege Marrone Pink,17d100cb-9735-4ded-8147-c2ca48d20838
484867,Carnation Lege Pink Pink Select,Carnation Lege Pink,73412d93-71dd-4cbb-b3a8-f41f1094823c
484740,Carnation Light Pink Select,Carnation Light Pink,9f356a84-cfc6-4e69-921c-007dcfffba64
484876,Carnation Lizzy Peach Select,Carnation Lizzy Pink,4dbb3b94-eb53-459e-9c2a-7e1db70d1805
484935,Carnation Novelty Pack Assorted Select,Assorted Carnation Mixed Novelty,662d86f9-a874-4d93-9bf0-26021fe24294
514332,Carnation Novia Peach Select,Carnation Novia Peach,0db2a31e-87ca-4ac6-b067-4276beebd94a
514239,Carnation Orange Hermes Orange Select,Carnation Hermes Orange,4eeddf00-be01-4974-973f-252facd67594
484744,Carnation Orange Select,Carnation Orange,a1a3331a-c01c-4f0d-96b6-aafc9c1d6916
484748,Carnation Peach Select,Carnation Peach,7930d085-6b9d-4ed5-9ea4-30b0e9367ffd
484957,Carnation Peppermint Select,Carnation Peppermint,92b0e80d-9e76-44fd-9ddc-6d09c4d7d258
484752,Carnation Pink Select,Carnation Pink,099afe34-5d77-4e3d-ad1b-9de715fb92cd
484963,Carnation Polimnia Light Yellow Select,Null,Null
4586355,Carnation Premier Purple/White Select,Null,Null
484760,Carnation Red Select,Carnation Red,24b9d4a7-3e41-48a8-b10a-37af8341388a
1051168,Carnation Rodas Cream Select,Carnation Cream Rodas,7bc4524d-03a3-4686-a110-837f67016bc2
514358,Carnation Tiepolo Fuschia Lavender Select,Carnation Fuchsia Tiepole,4574ac3e-9513-44f6-91ca-97306a80300a
484768,Carnation White Select,Carnation White,091560ba-78a3-4c6c-b0f6-3729d9a26b38
484772,Carnation Yellow Select,Carnation Yellow,7d5112c6-516a-44b4-bcb6-e2e6331ca10f
513502,CB Rose Assorted,Null,Null
513503,CB Rose Assorted,Null,Null
513506,CB Rose Red,Null,Null
513507,CB Rose Red,Null,Null
1814392,CB Rose Red/Assorted,Null,Null
1814394,CB Rose Red/Assorted,Null,Null
3638498,CB Rose Assorted,Null,Null
3691397,CB Rose Assorted,Null,Null
3052188,CB Rose Assorted,Null,Null
3052189,CB Rose Assorted,Null,Null
3052190,CB Rose Red,Null,Null
3052202,CB Rose Red,Null,Null
3052177,CB Rose Red/Assorted,Null,Null
3052185,CB Rose Red/Assorted,Null,Null
2937184,CB Rose Assorted,Null,Null
3204730,CB Rose One Dozen Assorted,Null,Null
4177444,CB Rose Pink,Null,Null
3198437,CB Rose Two Dozen Assorted,Null,Null
4177446,CB Rose White,Coldplay Roses White,c9c39b04-16e0-4bff-a67e-183e2b97b1c1
1091764,Chrysanthemum Disbud Ball Green,Bombon Chrysanthemum Disbuds/ Fuzzball Green Mums,6ee34af1-93ec-4e35-aef9-5dd6ee986e25
3240253,Chrysanthemum Disbud Ball Gustav Purple,Null,Null
762586,Chrysanthemum Disbud Ball White,Chrysanthemum Disbuds/ Football Mums White,52e91d31-5f13-4ac0-bf00-aeb5f7edf7a0
762587,Chrysanthemum Disbud Ball Yellow,Null,Null
1999673,Chrysanthemum Disbud Candyfloss Light Pink,Null,Null
1999673,Chrysanthemum Disbud Candyfloss Light Pink,Null,Null
514812,Chrysanthemum Disbud Cooper Bronze,Bronze Chrysanthemum Cooper Cushion Pom Spray,c8a34395-210e-4d3a-8527-5e6961b371df
2025973,Chrysanthemum Disbud Creme Brulee Yellow,Null,Null
2100085,Chrysanthemum Disbud Dark Rossano Lavender,Chrysanthemum Cremon Dark Disbuds/ Lavender Mums Rosanno,9b6f1f21-804d-41ee-8427-c8264136eb43
1999674,Chrysanthemum Disbud Fairytale Pale Mauve,Chrysanthemum Cremon Disbuds/ Fairytale Mums Pink Pink/salmon,cc33d574-8491-4ff4-a5e5-770a59f836dc
3893429,Chrysanthemum Disbud Fantasia Pink/Peach,Null,Null
609314,Chrysanthemum Disbud Four Ladies Bronze,Null,Null
1736516,Chrysanthemum Disbud Fuego Brown,Bronze Chrysanthemum Cremon Disbuds/ Fuego Mums,18a0d9d5-3dde-4f62-9a28-20842d2e9512
1812281,Chrysanthemum Disbud Linette Peach,Chrysanthemum Cremon Disbuds/ Linette Mums Pink/salmon Salmon,02348a95-f983-41b0-b05f-70c3dcd46bf5
2166722,Chrysanthemum Disbud Mochi Vintage Pink,Null,Null
514808,Chrysanthemum Disbud Red,Null,Null
879899,Chrysanthemum Disbud Resourci Bronze,Bronze Chrysanthemum Disbuds/ Football Mums Resouci,c8447689-fe62-4345-a6ed-4ae229188bf9
1435609,Chrysanthemum Disbud Romancero Salmon,Null,Null
762592,Chrysanthemum Disbud Tornado Red,Null,Null
4333590,Chrysanthemum Disbud Veronica Salmon,Chrysanthemum Cushion Pom Salmon Spray Veronica,ec825c93-8c8a-4ec1-8bb3-ee32cf25e302
514836,Cocculus Green,Cocculus Green,38e27336-fc0a-4a08-b78f-bf8f7533511d
514843,Commodore Teepee Green,Null,Null
514843,Commodore Teepee Green,Null,Null
627846,Craspedia Billy Balls Yellow,Balls Billy Globosa Yellow,25f6db00-f356-41b8-8725-c1f493351e65
490520,Cremons Assorted,Assorted Chrysanthemum Cremon Disbuds/ Everyday Mixed Mums,3a04c553-00b8-4b3d-abda-d41bdd80406b
485024,Cremons Purple,Chrysanthemum Cremon Disbuds/ Mums Purple,a7642935-aa1f-473e-a268-6d2e51e41990
988313,Cremons Rossano Charlotte Pink/Green,Charlotte Chrysanthemum Cremon Disbuds/ Mums Pink Rosanne,18e1cf7f-d62d-4eb2-aa8a-986f0e6552e2
485025,Cremons White,Chrysanthemum Cremon Disbuds/ Mums White,45a378e6-4319-413f-9fa2-4dce02b62562
485026,Cremons Yellow,Chrysanthemum Cremon Disbuds/ Mums Yellow,83ddd51b-1f83-412c-a4c5-709983c59b40
515298,Dahlia Assorted,Assorted Dahlias Mixed,80eb364c-d311-44a0-822a-5ad415cd530e
515305,Dahlia Burgundy,Null,Null
515349,Dahlia Cafe Au Lait Cream,Au Cafe Cream Dahlias Lait,5171df9b-74ec-417b-b459-ff2277340a33
515315,Dahlia Orange,Ball Dahlias Orange Type,d18c762f-528b-4181-8b0a-c7294dc40c65
515317,Dahlia Pink,Null,Null
515319,Dahlia Red,Null,Null
515325,Dahlia White,Dahlias White,1e065665-ea54-4eae-b6fd-61caa4679e6b
513548,Delphinium Belladonna White,Belladonna Delphinium White,a2e58c8c-2e1f-4fe8-b479-75f1f008fbeb
726154,Delphinium Hybrid White,Delphinium Hybrid White,88f3b515-a55b-4f00-9c17-a84d774209d4
5562438,Delphinium Hybrid White,Delphinium Hybrid White,88f3b515-a55b-4f00-9c17-a84d774209d4
643952,Delphinium Sea Waltz Dark Blue,Blue Delphinium Sea Waltz,8e7c3944-669a-4f12-b579-21b9f6277502
643952,Delphinium Sea Waltz Dark Blue,Blue Delphinium Sea Waltz,8e7c3944-669a-4f12-b579-21b9f6277502
643954,Delphinium Sea Waltz Dark Blue,Blue Delphinium Sea Waltz,8e7c3944-669a-4f12-b579-21b9f6277502
490521,Delphinium Volkerfrieden Dark Blue,Blue Delphinium Volkerfrieden,de8df88b-9de8-4e0d-bbad-e058e412a9b8
636942,Delphinium Volkerfrieden Dark Blue,Blue Delphinium Volkerfrieden,de8df88b-9de8-4e0d-bbad-e058e412a9b8
635892,Delphinium Volkerfrieden Dark Blue,Blue Delphinium Volkerfrieden,de8df88b-9de8-4e0d-bbad-e058e412a9b8
643872,Delphinium Volkerfrieden Dark Blue,Blue Delphinium Volkerfrieden,de8df88b-9de8-4e0d-bbad-e058e412a9b8
6697869,Dianthus Calmfly White,"Dianthus Calmfly White is not exactly listed, but the competitor name specifies the variety ""Calmfly"". None of the candidates have ""Calmfly"" or a very close variant. The closest are various Dianthus varieties but with different cultivar names: Sweet White William, Lois Petit Raffine, Gypsy, Fen, Solomio.

Since the variety name is the strongest signal and none match ""Calmfly"", the correct answer is:

Null",Null
513560,Dianthus Gypsy Burgundy,Dianthus Gypsy Red,f2c09abf-69a5-45b4-abe7-6ea03d9caad5
942440,Dianthus Raffine Petit Aimee Light Pink,Dianthus Lois Petit Raffine White,2e311f6a-8c69-4142-89d5-c36c6932dbb4
8247058,Dianthus Solomio Blondfly Yellow,Ard Dianthus Solomio White,2c1e8cff-5e38-455c-9bf9-bed60f41c420
1562068,Dianthus Solomio Cas Light Pink,Cas Dianthus Pink Solomio,73bcc1a7-2e09-423d-ab4c-b439eebb6ad2
