competitor,competitor_product_id,competitor_product_name,competitor_product_group_name,competitor_product_group_id,state,color,stem_length,stems_per_unit,unit_price,stem_price,base_price,freight_price,margin,available_units,grower_name,grower_country,highlight_name,cleaned_name_used,product_group_key,created_at,eta_date
Mayesh,4726075,Garland Gypsophila Tinted Light Pink 10',Garland,1051,Kentucky,Light Pink,,1,167.17,167.17,72.91,50.51,37.5,10,,Ecuador,,Garland Gypsophila Tinted Light Pink 10',1051,2025-06-02,2025-06-10
Mayesh,4618513,Garland Gypsophila Tinted Light Pink 5',Garland,1051,Kentucky,Light Pink,,2,167.18,83.59,36.46,25.26,37.5,20,,Ecuador,,Garland Gypsophila Tinted Light Pink 5',1051,2025-06-02,2025-06-10
Mayesh,4726093,Garland Gypsophila Tinted Light Yellow 10',Garland,1051,Kentucky,Light Yellow,,1,167.17,167.17,72.91,50.51,37.5,10,,Ecuador,,Garland Gypsophila Tinted Light Yellow 10',1051,2025-06-02,2025-06-10
Mayesh,4618530,Garland Gypsophila Tinted Light Yellow 5',Garland,1051,Kentucky,Light Yellow,,2,167.18,83.59,36.46,25.26,37.5,20,,Ecuador,,Garland Gypsophila Tinted Light Yellow 5',1051,2025-06-02,2025-06-10
Mayesh,4726095,Garland Gypsophila Tinted Malima Rainbow 10',Garland,1051,Kentucky,Rainbow,,1,189.63,189.63,86.95,50.51,37.5,10,,Ecuador,,Garland Gypsophila Tinted Malima Rainbow 10',1051,2025-06-02,2025-06-10
Mayesh,4618533,Garland Gypsophila Tinted Malima Rainbow 5',Garland,1051,Kentucky,Rainbow,,2,189.64,94.82,43.48,25.26,37.5,20,,Ecuador,,Garland Gypsophila Tinted Malima Rainbow 5',1051,2025-06-02,2025-06-10
Mayesh,4726080,Garland Gypsophila Tinted New Pink Erika Pink 10',Garland,1051,Kentucky,Pink,,1,167.17,167.17,72.91,50.51,37.5,10,,Ecuador,,Garland Gypsophila Tinted New Pink Erika Pink 10',1051,2025-06-02,2025-06-10
Mayesh,4618524,Garland Gypsophila Tinted New Pink Erika Pink 5',Garland,1051,Kentucky,Pink,,2,167.18,83.59,36.46,25.26,37.5,20,,Ecuador,,Garland Gypsophila Tinted New Pink Erika Pink 5',1051,2025-06-02,2025-06-10
Mayesh,4726082,Garland Gypsophila Tinted Orange 10',Garland,1051,Kentucky,Orange,,1,167.17,167.17,72.91,50.51,37.5,10,,Ecuador,,Garland Gypsophila Tinted Orange 10',1051,2025-06-02,2025-06-10
Mayesh,4618527,Garland Gypsophila Tinted Orange 5',Garland,1051,Kentucky,Orange,,2,167.18,83.59,36.46,25.26,37.5,20,,Ecuador,,Garland Gypsophila Tinted Orange 5',1051,2025-06-02,2025-06-10
Mayesh,4726073,Garland Gypsophila Tinted Purple 10',Garland,1051,Kentucky,Purple,,1,167.17,167.17,72.91,50.51,37.5,10,,Ecuador,,Garland Gypsophila Tinted Purple 10',1051,2025-06-02,2025-06-10
Mayesh,4618511,Garland Gypsophila Tinted Purple 5',Garland,1051,Kentucky,Purple,,2,167.18,83.59,36.46,25.26,37.5,20,,Ecuador,,Garland Gypsophila Tinted Purple 5',1051,2025-06-02,2025-06-10
Mayesh,4726077,Garland Gypsophila Tinted Red 10',Garland,1051,Kentucky,Red,,1,167.17,167.17,72.91,50.51,37.5,10,,Ecuador,,Garland Gypsophila Tinted Red 10',1051,2025-06-02,2025-06-10
Mayesh,4618514,Garland Gypsophila Tinted Red 5',Garland,1051,Kentucky,Red,,2,167.18,83.59,36.46,25.26,37.5,20,,Ecuador,,Garland Gypsophila Tinted Red 5',1051,2025-06-02,2025-06-10
Mayesh,4726128,Garland Gypsophila Tinted Sunrise Rainbow 10',Garland,1051,Kentucky,Rainbow,,1,189.63,189.63,86.95,50.51,37.5,10,,Ecuador,,Garland Gypsophila Tinted Sunrise Rainbow 10',1051,2025-06-02,2025-06-10
Mayesh,4618539,Garland Gypsophila Tinted Sunrise Rainbow 5',Garland,1051,Kentucky,Rainbow,,2,189.64,94.82,43.48,25.26,37.5,20,,Ecuador,,Garland Gypsophila Tinted Sunrise Rainbow 5',1051,2025-06-02,2025-06-10
Mayesh,4726131,Garland Gypsophila Tinted Sunset Rainbow 10',Garland,1051,Kentucky,Rainbow,,1,189.63,189.63,86.95,50.51,37.5,10,,Ecuador,,Garland Gypsophila Tinted Sunset Rainbow 10',1051,2025-06-02,2025-06-10
Mayesh,4618541,Garland Gypsophila Tinted Sunset Rainbow 5',Garland,1051,Kentucky,Rainbow,,2,189.64,94.82,43.48,25.26,37.5,20,,Ecuador,,Garland Gypsophila Tinted Sunset Rainbow 5',1051,2025-06-02,2025-06-10
Mayesh,4726126,Garland Gypsophila Tinted Sweet Candy Pink Mix 10',Garland,1051,Kentucky,Pink Mix,,1,167.17,167.17,72.91,50.51,37.5,10,,Ecuador,,Garland Gypsophila Tinted Sweet Candy Pink Mix 10',1051,2025-06-02,2025-06-10
Mayesh,4618538,Garland Gypsophila Tinted Sweet Candy Pink Mix 5',Garland,1051,Kentucky,Pink Mix,,2,167.18,83.59,36.46,25.26,37.5,20,,Ecuador,,Garland Gypsophila Tinted Sweet Candy Pink Mix 5',1051,2025-06-02,2025-06-10
Mayesh,4726067,Garland Gypsophila Tinted Turquoise 10',Garland,1051,Kentucky,Turquoise,,1,167.17,167.17,72.91,50.51,37.5,10,,Ecuador,,Garland Gypsophila Tinted Turquoise 10',1051,2025-06-02,2025-06-10
Mayesh,4618507,Garland Gypsophila Tinted Turquoise 5',Garland,1051,Kentucky,Turquoise,,2,167.18,83.59,36.46,25.26,37.5,20,,Ecuador,,Garland Gypsophila Tinted Turquoise 5',1051,2025-06-02,2025-06-10
Mayesh,4726083,Garland Gypsophila Tinted Yellow 10',Garland,1051,Kentucky,Yellow,,1,167.17,167.17,72.91,50.51,37.5,10,,Ecuador,,Garland Gypsophila Tinted Yellow 10',1051,2025-06-02,2025-06-10
Mayesh,4618529,Garland Gypsophila Tinted Yellow 5',Garland,1051,Kentucky,Yellow,,2,167.18,83.59,36.46,25.26,37.5,20,,Ecuador,,Garland Gypsophila Tinted Yellow 5',1051,2025-06-02,2025-06-10
Mayesh,4726064,Garland Gypsophila Xlence Natural White 10',Garland,1051,Kentucky,Natural White,,1,146.58,146.58,60.04,50.51,37.5,12,,Ecuador,,Garland Gypsophila Xlence Natural White 10',1051,2025-06-02,2025-06-10
Mayesh,4618479,Garland Gypsophila Xlence Natural White 5',Garland,1051,Kentucky,Natural White,,2,146.6,73.3,30.03,25.26,37.5,29,,Ecuador,,Garland Gypsophila Xlence Natural White 5',1051,2025-06-02,2025-06-10
Mayesh,513625,Gerbera Black Center Assorted,Gerbera,678,Kentucky,Assorted,,80,127.2,1.59,0.6,0.63,37.5,7,,Colombia,,Gerbera Black Center Assorted,678,2025-06-02,2025-06-10
Mayesh,513641,Gerbera Black Center Hot Pink,Gerbera,678,Kentucky,Hot Pink,,80,127.2,1.59,0.6,0.63,37.5,7,,Colombia,,Gerbera Black Center Hot Pink,678,2025-06-02,2025-06-10
Mayesh,513651,Gerbera Black Center Orange,Gerbera,678,Kentucky,Orange,,80,127.2,1.59,0.6,0.63,37.5,8,,Colombia,,Gerbera Black Center Orange,678,2025-06-02,2025-06-10
Mayesh,513655,Gerbera Black Center Pink,Gerbera,678,Kentucky,Pink,,80,127.2,1.59,0.6,0.63,37.5,8,,Colombia,,Gerbera Black Center Pink,678,2025-06-02,2025-06-10
Mayesh,513657,Gerbera Black Center Red,Gerbera,678,Kentucky,Red,,80,127.2,1.59,0.6,0.63,37.5,9,,Colombia,,Gerbera Black Center Red,678,2025-06-02,2025-06-10
Mayesh,513788,Gerbera Green Center Yellow,Gerbera,678,Kentucky,Yellow,,80,127.2,1.59,0.6,0.63,37.5,8,,Colombia,,Gerbera Green Center Yellow,678,2025-06-02,2025-06-10
Mayesh,2665240,Grass Pampas Beige Tall,Grass,691,Kentucky,Beige,,100,89.0,0.89,0.37,0.3,37.5,20,,Ecuador,,Grass Pampas Beige Tall,691,2025-06-02,2025-06-10
Mayesh,515858,Green Mist Green,Green Mist,692,Kentucky,Green,,12,158.64,13.22,6.08,3.5,37.5,5,Bellaflor,Ecuador,,Green Mist Green,692,2025-06-02,2025-06-10
Mayesh,1034329,Gypsophila Cosmic White,Gypsophila,695,Kentucky,White,,10,127.6,12.76,4.82,5.05,37.5,15,,Colombia,,Gypsophila Cosmic White,695,2025-06-02,2025-06-10
Mayesh,485064,Gypsophila Million Star White,Gypsophila,695,Kentucky,White,,13,160.16,12.32,5.27,3.89,37.5,37,,Ecuador,,Gypsophila Million Star White,695,2025-06-02,2025-06-10
Mayesh,485064,Gypsophila Million Star White,Gypsophila,695,Kentucky,White,,10,106.7,10.67,4.82,2.95,37.5,31,,Ecuador,,Gypsophila Million Star White,695,2025-06-02,2025-06-10
Mayesh,485064,Gypsophila Million Star White,Gypsophila,695,Kentucky,White,,26,320.32,12.32,5.27,3.89,37.5,19,,Ecuador,,Gypsophila Million Star White,695,2025-06-02,2025-06-10
Mayesh,485065,Gypsophila Mirabella White,Gypsophila,695,Kentucky,White,,10,106.7,10.67,4.82,2.95,37.5,9,,Ecuador,,Gypsophila Mirabella White,695,2025-06-02,2025-06-10
Mayesh,485066,Gypsophila New Love White,Gypsophila,695,Kentucky,White,,13,160.16,12.32,5.27,3.89,37.5,9,,Ecuador,,Gypsophila New Love White,695,2025-06-02,2025-06-10
Mayesh,485069,Gypsophila Xlence White,Gypsophila,695,Kentucky,White,,26,320.32,12.32,5.27,3.89,37.5,18,,Ecuador,,Gypsophila Xlence White,695,2025-06-02,2025-06-10
Mayesh,485069,Gypsophila Xlence White,Gypsophila,695,Kentucky,White,,10,106.7,10.67,4.82,2.95,37.5,36,,Ecuador,,Gypsophila Xlence White,695,2025-06-02,2025-06-10
Mayesh,485069,Gypsophila Xlence White,Gypsophila,695,Kentucky,White,,13,160.16,12.32,5.27,3.89,37.5,40,,Ecuador,,Gypsophila Xlence White,695,2025-06-02,2025-06-10
Mayesh,515911,Honey Bracelet Green,Honey Bracelet,710,Kentucky,Green,,80,61.6,0.77,0.31,0.27,37.5,9,Latitude 0 Farms,Ecuador,,Honey Bracelet Green,710,2025-06-02,2025-06-10
Mayesh,1756473,Hydrangea 50/50 Mix White/Light Blue,Hydrangea,717,Kentucky,White/Light Blue,50,40,105.6,2.64,0.86,1.26,37.5,0,,Colombia,,Hydrangea 50/50 Mix White/Light Blue,717,2025-06-02,2025-06-10
Mayesh,1055325,Hydrangea Antique Assorted,Hydrangea,717,Kentucky,Assorted,,40,163.2,4.08,1.76,1.26,37.5,0,,Colombia,,Hydrangea Antique Assorted,717,2025-06-02,2025-06-10
Mayesh,1050373,Hydrangea Antique Assorted Large,Hydrangea,717,Kentucky,Assorted,,30,145.2,4.84,1.97,1.68,37.5,4,,Colombia,,Hydrangea Antique Assorted Large,717,2025-06-02,2025-06-10
Mayesh,485132,Hydrangea Antique Green Large,Hydrangea,717,Kentucky,Green,,20,114.0,5.7,2.25,2.1,37.5,3,Colombian Harmony Flowers,Colombia,,Hydrangea Antique Green Large,717,2025-06-02,2025-06-10
Mayesh,485133,Hydrangea Antique Green Medium,Hydrangea,717,Kentucky,Green,,40,154.0,3.85,1.82,0.94,37.5,0,Julieta Flowers,Colombia,,Hydrangea Antique Green Medium,717,2025-06-02,2025-06-10
Mayesh,646798,Hydrangea Antique Hulk Green/Blue Large,Hydrangea,717,Kentucky,Green/Blue,,20,134.6,6.73,2.63,2.53,37.5,3,,Colombia,,Hydrangea Antique Hulk Green/Blue Large,717,2025-06-02,2025-06-10
Mayesh,646798,Hydrangea Antique Hulk Green/Blue Large,Hydrangea,717,Kentucky,Green/Blue,,16,117.92,7.37,2.63,3.16,37.5,4,,Colombia,,Hydrangea Antique Hulk Green/Blue Large,717,2025-06-02,2025-06-10
Mayesh,865842,Hydrangea Antique Red/Green Jumbo,Hydrangea,717,Kentucky,Red/Green,,16,126.24,7.89,2.96,3.16,37.5,0,,Colombia,,Hydrangea Antique Red/Green Jumbo,717,2025-06-02,2025-06-10
Mayesh,485165,Hydrangea Antique Red/Green Large,Hydrangea,717,Kentucky,Red/Green,,20,131.2,6.56,2.52,2.53,37.5,0,,Colombia,,Hydrangea Antique Red/Green Large,717,2025-06-02,2025-06-10
Mayesh,485075,Hydrangea Dark Blue Large,Hydrangea,717,Kentucky,Dark Blue,,30,111.0,3.7,1.26,1.68,37.5,0,,Colombia,,Hydrangea Dark Blue Large,717,2025-06-02,2025-06-10
Mayesh,485076,Hydrangea Dark Blue Medium,Hydrangea,717,Kentucky,Dark Blue,,40,97.6,2.44,0.87,1.05,37.5,2,Colombian Harmony Flowers,Colombia,,Hydrangea Dark Blue Medium,717,2025-06-02,2025-06-10
Mayesh,485090,Hydrangea Light Blue Large,Hydrangea,717,Kentucky,Light Blue,,30,111.0,3.7,1.26,1.68,37.5,0,,Colombia,,Hydrangea Light Blue Large,717,2025-06-02,2025-06-10
Mayesh,485091,Hydrangea Light Blue Medium,Hydrangea,717,Kentucky,Light Blue,,40,97.6,2.44,0.87,1.05,37.5,0,Colombian Harmony Flowers,Colombia,,Hydrangea Light Blue Medium,717,2025-06-02,2025-06-10
Mayesh,485091,Hydrangea Light Blue Medium,Hydrangea,717,Kentucky,Light Blue,,40,91.2,2.28,0.84,0.94,37.5,0,Julieta Flowers,Colombia,,Hydrangea Light Blue Medium,717,2025-06-02,2025-06-10
Mayesh,1372587,Hydrangea Light Lavender Large,Hydrangea,717,Kentucky,Light Lavender,,30,120.6,4.02,1.64,1.4,37.5,7,Colombian Harmony Flowers,Colombia,,Hydrangea Light Lavender Large,717,2025-06-02,2025-06-10
Mayesh,485096,Hydrangea Light Pink Large,Hydrangea,717,Kentucky,Light Pink,,30,198.0,6.6,3.07,1.68,37.5,3,,Colombia,,Hydrangea Light Pink Large,717,2025-06-02,2025-06-10
Mayesh,485097,Hydrangea Light Pink Medium,Hydrangea,717,Kentucky,Light Pink,,40,204.8,5.12,2.41,1.26,37.5,0,,Colombia,,Hydrangea Light Pink Medium,717,2025-06-02,2025-06-10
Mayesh,490077,Hydrangea Mini Dark Green Small,Hydrangea,717,Kentucky,Dark Green,,50,106.5,2.13,0.7,1.01,37.5,49,,Colombia,,Hydrangea Mini Dark Green Small,717,2025-06-02,2025-06-10
Mayesh,485202,Hydrangea Mini Green Small,Hydrangea,717,Kentucky,Green,,50,101.0,2.02,0.63,1.01,37.5,45,,Colombia,,Hydrangea Mini Green Small,717,2025-06-02,2025-06-10
Mayesh,485204,Hydrangea Mojito Green Medium,Hydrangea,717,Kentucky,Green,,40,103.2,2.58,0.94,1.08,37.5,6,Condor Andino,Colombia,,Hydrangea Mojito Green Medium,717,2025-06-02,2025-06-10
Mayesh,485204,Hydrangea Mojito Green Medium,Hydrangea,717,Kentucky,Green,,40,109.2,2.73,1.05,1.05,37.5,0,Colombian Harmony Flowers,Colombia,,Hydrangea Mojito Green Medium,717,2025-06-02,2025-06-10
Mayesh,485205,Hydrangea Mojito Green Small,Hydrangea,717,Kentucky,Green,,60,119.4,1.99,0.72,0.84,37.5,8,,Colombia,,Hydrangea Mojito Green Small,717,2025-06-02,2025-06-10
Mayesh,485111,Hydrangea Purple Large,Hydrangea,717,Kentucky,Purple,,20,114.0,5.7,2.25,2.1,37.5,4,Colombian Harmony Flowers,Colombia,,Hydrangea Purple Large,717,2025-06-02,2025-06-10
Mayesh,485113,Hydrangea Purple Small,Hydrangea,717,Kentucky,Purple,,35,104.65,2.99,1.2,1.07,37.5,8,Julieta Flowers,Colombia,,Hydrangea Purple Small,717,2025-06-02,2025-06-10
Mayesh,522046,Hydrangea Shamrock Green Dark Green Medium,Hydrangea,717,Kentucky,Dark Green,,40,124.8,3.12,1.16,1.26,37.5,0,,Colombia,,Hydrangea Shamrock Green Dark Green Medium,717,2025-06-02,2025-06-10
Mayesh,509943,Hydrangea Shamrock Green/White Medium,Hydrangea,717,Kentucky,Green/White,,40,124.8,3.12,1.16,1.26,37.5,5,,Colombia,,Hydrangea Shamrock Green/White Medium,717,2025-06-02,2025-06-10
Mayesh,485117,Hydrangea White Jumbo,Hydrangea,717,Kentucky,White,,20,120.6,6.03,2.19,2.53,37.5,0,,Colombia,,Hydrangea White Jumbo,717,2025-06-02,2025-06-10
Mayesh,485118,Hydrangea White Large,Hydrangea,717,Kentucky,White,,30,89.1,2.97,0.96,1.44,37.5,6,Condor Andino,Colombia,,Hydrangea White Large,717,2025-06-02,2025-06-10
Mayesh,485118,Hydrangea White Large,Hydrangea,717,Kentucky,White,,30,102.3,3.41,1.26,1.4,37.5,15,Colombian Harmony Flowers,Colombia,,Hydrangea White Large,717,2025-06-02,2025-06-10
Mayesh,485118,Hydrangea White Large,Hydrangea,717,Kentucky,White,,30,83.1,2.77,0.95,1.25,37.5,0,Julieta Flowers,Colombia,,Hydrangea White Large,717,2025-06-02,2025-06-10
Mayesh,485119,Hydrangea White Medium,Hydrangea,717,Kentucky,White,,40,94.8,2.37,0.81,1.08,37.5,42,Condor Andino,Colombia,,Hydrangea White Medium,717,2025-06-02,2025-06-10
Mayesh,485119,Hydrangea White Medium,Hydrangea,717,Kentucky,White,,40,95.6,2.39,0.84,1.05,37.5,21,Colombian Harmony Flowers,Colombia,,Hydrangea White Medium,717,2025-06-02,2025-06-10
Mayesh,485119,Hydrangea White Medium,Hydrangea,717,Kentucky,White,,40,89.2,2.23,0.81,0.94,37.5,30,Julieta Flowers,Colombia,,Hydrangea White Medium,717,2025-06-02,2025-06-10
Mayesh,485120,Hydrangea White Small,Hydrangea,717,Kentucky,White,,50,105.0,2.1,0.68,1.01,37.5,6,,Colombia,,Hydrangea White Small,717,2025-06-02,2025-06-10
Mayesh,485236,Hypericum Assorted,Hypericum,719,Kentucky,Assorted,50,180,156.6,0.87,0.37,0.28,37.5,49,,Ecuador,,Hypericum Assorted,719,2025-06-02,2025-06-10
Mayesh,485237,Hypericum Assorted,Hypericum,719,Kentucky,Assorted,60,160,147.2,0.92,0.38,0.32,37.5,48,,Ecuador,,Hypericum Assorted,719,2025-06-02,2025-06-10
Mayesh,485238,Hypericum Assorted,Hypericum,719,Kentucky,Assorted,70,140,151.2,1.08,0.45,0.36,37.5,50,,Ecuador,,Hypericum Assorted,719,2025-06-02,2025-06-10
Mayesh,485246,Hypericum Burgundy,Hypericum,719,Kentucky,Burgundy,50,180,151.2,0.84,0.35,0.28,37.5,50,,Ecuador,,Hypericum Burgundy,719,2025-06-02,2025-06-10
Mayesh,485247,Hypericum Burgundy,Hypericum,719,Kentucky,Burgundy,60,160,160.0,1.0,0.43,0.32,37.5,50,,Ecuador,,Hypericum Burgundy,719,2025-06-02,2025-06-10
Mayesh,485248,Hypericum Burgundy,Hypericum,719,Kentucky,Burgundy,70,140,159.6,1.14,0.49,0.36,37.5,50,,Ecuador,,Hypericum Burgundy,719,2025-06-02,2025-06-10
Mayesh,490142,Hypericum Coco Bamboo Green,Hypericum,719,Kentucky,Green,50,110,115.5,1.05,0.42,0.38,37.5,50,Sunkist,Kenya,,Hypericum Coco Bamboo Green,719,2025-06-02,2025-06-10
Mayesh,485289,Hypericum Coco Casino Pink,Hypericum,719,Kentucky,Pink,50,90,102.6,1.14,0.42,0.47,37.5,46,Sunkist,Kenya,,Hypericum Coco Casino Pink,719,2025-06-02,2025-06-10
Mayesh,988195,Hypericum Coco Rio Red,Hypericum,719,Kentucky,Red,50,120,122.4,1.02,0.42,0.35,37.5,50,Sunkist,Kenya,,Hypericum Coco Rio Red,719,2025-06-02,2025-06-10
Mayesh,988197,Hypericum Coco Rio Red,Hypericum,719,Kentucky,Red,70,60,93.0,1.55,0.53,0.7,37.5,50,Sunkist,Kenya,,Hypericum Coco Rio Red,719,2025-06-02,2025-06-10
Mayesh,988199,Hypericum Coco Uno White,Hypericum,719,Kentucky,White,50,100,109.0,1.09,0.42,0.42,37.5,46,Sunkist,Kenya,,Hypericum Coco Uno White,719,2025-06-02,2025-06-10
Mayesh,988203,Hypericum Coco Uno White,Hypericum,719,Kentucky,White,70,60,93.0,1.55,0.53,0.7,37.5,50,Sunkist,Kenya,,Hypericum Coco Uno White,719,2025-06-02,2025-06-10
Mayesh,485297,Hypericum Cool Romance White,Hypericum,719,Kentucky,White,50,90,74.7,0.83,0.37,0.24,37.5,50,Latitude 0 Farms,Ecuador,,Hypericum Cool Romance White,719,2025-06-02,2025-06-10
Mayesh,485298,Hypericum Cool Romance White,Hypericum,719,Kentucky,White,60,80,76.8,0.96,0.43,0.27,37.5,50,Latitude 0 Farms,Ecuador,,Hypericum Cool Romance White,719,2025-06-02,2025-06-10
Mayesh,485299,Hypericum Cool Romance White,Hypericum,719,Kentucky,White,70,70,76.3,1.09,0.49,0.31,37.5,50,Latitude 0 Farms,Ecuador,,Hypericum Cool Romance White,719,2025-06-02,2025-06-10
Mayesh,485251,Hypericum Green,Hypericum,719,Kentucky,Green,50,100,83.0,0.83,0.36,0.25,37.5,49,Muru Flowers,Ecuador,,Hypericum Green,719,2025-06-02,2025-06-10
Mayesh,485251,Hypericum Green,Hypericum,719,Kentucky,Green,50,100,83.0,0.83,0.36,0.25,37.5,48,Muru Flowers,Ecuador,,Hypericum Green,719,2025-06-02,2025-06-10
Mayesh,485252,Hypericum Green,Hypericum,719,Kentucky,Green,60,80,76.0,0.95,0.4,0.31,37.5,50,Muru Flowers,Ecuador,,Hypericum Green,719,2025-06-02,2025-06-10
Mayesh,485315,Hypericum Jungle Romance Green,Hypericum,719,Kentucky,Green,50,90,74.7,0.83,0.37,0.24,37.5,50,Latitude 0 Farms,Ecuador,,Hypericum Jungle Romance Green,719,2025-06-02,2025-06-10
Mayesh,485316,Hypericum Jungle Romance Green,Hypericum,719,Kentucky,Green,60,80,76.8,0.96,0.43,0.27,37.5,50,Latitude 0 Farms,Ecuador,,Hypericum Jungle Romance Green,719,2025-06-02,2025-06-10
Mayesh,485317,Hypericum Jungle Romance Green,Hypericum,719,Kentucky,Green,70,70,76.3,1.09,0.49,0.31,37.5,50,Latitude 0 Farms,Ecuador,,Hypericum Jungle Romance Green,719,2025-06-02,2025-06-10
Mayesh,3330074,Hypericum Lovely Romance Pink,Hypericum,719,Kentucky,Pink,50,90,74.7,0.83,0.37,0.24,37.5,5,Latitude 0 Farms,Ecuador,,Hypericum Lovely Romance Pink,719,2025-06-02,2025-06-10
Mayesh,3330076,Hypericum Lovely Romance Pink,Hypericum,719,Kentucky,Pink,60,80,76.8,0.96,0.43,0.27,37.5,4,Latitude 0 Farms,Ecuador,,Hypericum Lovely Romance Pink,719,2025-06-02,2025-06-10
Mayesh,3330077,Hypericum Lovely Romance Pink,Hypericum,719,Kentucky,Pink,70,70,76.3,1.09,0.49,0.31,37.5,5,Latitude 0 Farms,Ecuador,,Hypericum Lovely Romance Pink,719,2025-06-02,2025-06-10
Mayesh,608446,Hypericum Lucky Romance Green,Hypericum,719,Kentucky,Green,50,90,74.7,0.83,0.37,0.24,37.5,50,Latitude 0 Farms,Ecuador,,Hypericum Lucky Romance Green,719,2025-06-02,2025-06-10
Mayesh,608447,Hypericum Lucky Romance Green,Hypericum,719,Kentucky,Green,60,80,76.8,0.96,0.43,0.27,37.5,50,Latitude 0 Farms,Ecuador,,Hypericum Lucky Romance Green,719,2025-06-02,2025-06-10
Mayesh,608448,Hypericum Lucky Romance Green,Hypericum,719,Kentucky,Green,70,70,76.3,1.09,0.49,0.31,37.5,50,Latitude 0 Farms,Ecuador,,Hypericum Lucky Romance Green,719,2025-06-02,2025-06-10
Mayesh,1032796,Hypericum Magical Triumph II Red,Hypericum,719,Kentucky,Red,50,180,151.2,0.84,0.35,0.28,37.5,50,,Ecuador,,Hypericum Magical Triumph II Red,719,2025-06-02,2025-06-10
Mayesh,1032797,Hypericum Magical Triumph II Red,Hypericum,719,Kentucky,Red,60,160,160.0,1.0,0.43,0.32,37.5,50,,Ecuador,,Hypericum Magical Triumph II Red,719,2025-06-02,2025-06-10
Mayesh,1032798,Hypericum Magical Triumph II Red,Hypericum,719,Kentucky,Red,70,140,159.6,1.14,0.49,0.36,37.5,50,,Ecuador,,Hypericum Magical Triumph II Red,719,2025-06-02,2025-06-10
Mayesh,485339,Hypericum Magical Victory Green,Hypericum,719,Kentucky,Green,50,180,151.2,0.84,0.35,0.28,37.5,41,,Ecuador,,Hypericum Magical Victory Green,719,2025-06-02,2025-06-10
Mayesh,485340,Hypericum Magical Victory Green,Hypericum,719,Kentucky,Green,60,160,160.0,1.0,0.43,0.32,37.5,50,,Ecuador,,Hypericum Magical Victory Green,719,2025-06-02,2025-06-10
Mayesh,485341,Hypericum Magical Victory Green,Hypericum,719,Kentucky,Green,70,140,159.6,1.14,0.49,0.36,37.5,50,,Ecuador,,Hypericum Magical Victory Green,719,2025-06-02,2025-06-10
Mayesh,485343,Hypericum Mellow Romance Peach,Hypericum,719,Kentucky,Peach,50,90,72.0,0.8,0.35,0.24,37.5,47,Latitude 0 Farms,Ecuador,,Hypericum Mellow Romance Peach,719,2025-06-02,2025-06-10
Mayesh,485344,Hypericum Mellow Romance Peach,Hypericum,719,Kentucky,Peach,60,80,76.8,0.96,0.43,0.27,37.5,50,Latitude 0 Farms,Ecuador,,Hypericum Mellow Romance Peach,719,2025-06-02,2025-06-10
Mayesh,485345,Hypericum Mellow Romance Peach,Hypericum,719,Kentucky,Peach,70,70,76.3,1.09,0.49,0.31,37.5,50,Latitude 0 Farms,Ecuador,,Hypericum Mellow Romance Peach,719,2025-06-02,2025-06-10
Mayesh,485266,Hypericum Peach,Hypericum,719,Kentucky,Peach,50,200,160.0,0.8,0.34,0.25,37.5,50,,Ecuador,,Hypericum Peach,719,2025-06-02,2025-06-10
Mayesh,485266,Hypericum Peach,Hypericum,719,Kentucky,Peach,50,100,83.0,0.83,0.36,0.25,37.5,50,Muru Flowers,Ecuador,,Hypericum Peach,719,2025-06-02,2025-06-10
Mayesh,485267,Hypericum Peach,Hypericum,719,Kentucky,Peach,60,80,76.0,0.95,0.4,0.31,37.5,50,Muru Flowers,Ecuador,,Hypericum Peach,719,2025-06-02,2025-06-10
Mayesh,485267,Hypericum Peach,Hypericum,719,Kentucky,Peach,60,180,171.0,0.95,0.42,0.28,37.5,50,,Ecuador,,Hypericum Peach,719,2025-06-02,2025-06-10
Mayesh,485268,Hypericum Peach,Hypericum,719,Kentucky,Peach,70,160,171.2,1.07,0.47,0.32,37.5,50,,Ecuador,,Hypericum Peach,719,2025-06-02,2025-06-10
Mayesh,485271,Hypericum Pink,Hypericum,719,Kentucky,Pink,50,100,83.0,0.83,0.36,0.25,37.5,50,Muru Flowers,Ecuador,,Hypericum Pink,719,2025-06-02,2025-06-10
Mayesh,485271,Hypericum Pink,Hypericum,719,Kentucky,Pink,50,100,83.0,0.83,0.36,0.25,37.5,50,Muru Flowers,Ecuador,,Hypericum Pink,719,2025-06-02,2025-06-10
Mayesh,485272,Hypericum Pink,Hypericum,719,Kentucky,Pink,60,80,76.0,0.95,0.4,0.31,37.5,50,Muru Flowers,Ecuador,,Hypericum Pink,719,2025-06-02,2025-06-10
Mayesh,485272,Hypericum Pink,Hypericum,719,Kentucky,Pink,60,160,160.0,1.0,0.43,0.32,37.5,50,,Ecuador,,Hypericum Pink,719,2025-06-02,2025-06-10
Mayesh,485273,Hypericum Pink,Hypericum,719,Kentucky,Pink,70,140,159.6,1.14,0.49,0.36,37.5,50,,Ecuador,,Hypericum Pink,719,2025-06-02,2025-06-10
Mayesh,485276,Hypericum Red,Hypericum,719,Kentucky,Red,50,100,83.0,0.83,0.36,0.25,37.5,50,Muru Flowers,Ecuador,,Hypericum Red,719,2025-06-02,2025-06-10
