competitor_product_id,product_name
2158153,Roses Secret Garden
2158155,Roses Senorita
2158157,Roses Senorita
2158159,Roses Senorita
2158161,Roses Shimmer
2158163,Roses Shimmer
2158165,Roses Shimmer
2158173,Roses Stardust
2158175,Roses Stardust
2158177,Roses Stardust
2158185,Roses Sweet Unique
2158187,Roses Sweet Unique
2158179,Roses Sweetness
2158181,Roses Sweetness
2158183,Roses Sweetness
2158189,Roses Tiara
2158191,Roses Tiara
2158193,Roses Tibet
2158195,Roses Tibet
2158197,Roses Tiffany
2158199,Roses Tiffany
2158201,Roses Toffee
2158207,Roses Topaz
2158209,Roses Topaz
2158211,Roses Topaz
2158213,Roses Vendela
2158215,Roses Vendela
2158217,Roses Vendela
2158219,Roses Vendela
2157721,Roses Wasabi
2157795,Roses White Assorted
2157797,Roses White Assorted
2157799,Roses White Assorted
2157801,Roses Yellow Assorted
2157803,Roses Yellow Assorted
2157805,Roses Yellow Assorted
2261049,Rumex Unicorn
2162270,Ruscus Aculeatus Glittered Blue
2162266,Ruscus Aculeatus Glittered Gold
2162269,Ruscus Aculeatus Glittered Green
2271689,Ruscus Aculeatus Glittered Mix
2271688,Ruscus Aculeatus Glittered Red
2162267,Ruscus Aculeatus Glittered Silver
2162265,Ruscus Aculeatus Snow Red Flocked
2161061,Snapdragon Assorted
2161063,Snapdragon Burgundy
2161065,Snapdragon Orange
2161067,Snapdragon Pink
2161069,Snapdragon Purple
2161071,Snapdragon Red
2161073,Snapdragon White
2161075,Snapdragon Yellow
2227853,Spider Tinted Assorted
2161247,Spray Rose Assorted
2161095,Spray Rose Cherry Follies
2161097,Spray Rose Hot Pink
2161099,Spray Rose Ilse
2161101,Spray Rose Lavender
2161103,Spray Rose Lovely Lydia
2161105,Spray Rose Lydia
2161107,Spray Rose Mambo Orange
2161109,Spray Rose Peach
2161111,Spray Rose Pink
2161113,Spray Rose Pink Majolica
2161115,Spray Rose Purple Sky
2161117,Spray Rose Red
2161119,Spray Rose Rubicon
2219612,Spray Rose Snowflake
2161121,Spray Rose White
2161123,Spray Rose White Majolica
2161125,Spray Rose Yellow
2161127,Statice Assorted
2161004,Statice Hot Pink
2161006,Statice Lavender
2161008,Statice Pink
2161010,Statice Purple
2161012,Statice White
2161014,Statice Yellow
2161016,Stock Assorted
2161018,Stock Burgandy
2161020,Stock Cream
2161022,Stock Hot Pink
2161024,Stock Lavender
2161026,Stock Light Pink
2161028,Stock Peach
2161030,Stock Purple
2161034,Stock Reddish Purple
2161037,Stock Spray Assorted
2161039,Stock White
2161041,Stock Yellow
2271687,Stuartiana All Metal 150 Green
2271686,Stuartiana Metal Copper 150 Green
2271684,Stuartiana Metal Gold 150 Green
2162258,Stuartiana Metal Red 150 Green
2271685,Stuartiana Metal Silver 150 Green
2161043,Sunflowers Petite
2161045,Sunflowers Xxl Homestead
2162214,Super Blue Dried Lavender 100G
2162215,Super Blue Dried Lavender 100G
2162216,Super Blue Dried Lavender Sleeved 120/150St
2148559,Trachelium Green
2148561,Trachelium Purple
2148560,Trachelium White
2177253,Vanda Vanda
2177258,Vanda Vanda Dark Purple
2177256,Vanda Vanda Hot Pink
2177254,Vanda Vanda Pink
2177260,Vanda Vanda Pink Fushia
2177255,Vanda Vanda Purple
2177257,Vanda Vanda Purple Black
2177259,Vanda Vanda Red
2161047,Veronica Assorted
2161049,Veronica Blue
2161053,Veronica Pink
2161055,Veronica Purple
2212502,Waxflower Assorted
2212503,Waxflower Pink
2167167,Waxflower White
2162233,Xanadu Extra
2162234,Xanadu I
2162235,Xanadu Ii
