competitor,competitor_product_id,competitor_product_name,competitor_product_group_name,color,stem_length,stems_per_unit,unit_price,price_per_stem,matched_variety_name,variety_key,variety_score,matched_product_group_name,product_group_key,product_group_score,created_at,eta_date
PetalJet,50399572066613,Fortune Rose,Premium Roses,Red,60,336,490.56,1.46,Fortune Roses,38f1ddf7-1b66-443e-9fb2-3e1007a9f150,0.988396167755127,,,,2025-05-07,2025-05-15
PetalJet,50399574032693,Fortune Rose,Premium Roses,Red,70,84,136.08,1.62,Fortune Roses,38f1ddf7-1b66-443e-9fb2-3e1007a9f150,0.988396167755127,,,,2025-05-07,2025-05-15
PetalJet,50399574163765,Fortune Rose,Premium Roses,Red,70,168,263.76,1.57,Fortune Roses,38f1ddf7-1b66-443e-9fb2-3e1007a9f150,0.988396167755127,,,,2025-05-07,2025-05-15
PetalJet,50399574294837,Fortune Rose,Premium Roses,Red,70,336,514.08,1.53,Fortune Roses,38f1ddf7-1b66-443e-9fb2-3e1007a9f150,0.988396167755127,,,,2025-05-07,2025-05-15
PetalJet,49603372253493,Free Spirit Garden Rose,Garden Roses,Bicolor,40,60,100.2,1.67,Free Spirit Garden Roses,d24a19f4-a094-4319-8be4-e711959f72db,0.9942657947540283,Garden Roses,85e5624a-3128-4892-a306-3e060dd1c8fe,0.9987648129463196,2025-05-07,2025-05-15
PetalJet,49603373957429,Free Spirit Garden Rose,Garden Roses,Bicolor,40,84,136.92,1.63,Free Spirit Garden Roses,d24a19f4-a094-4319-8be4-e711959f72db,0.9942657947540283,Garden Roses,85e5624a-3128-4892-a306-3e060dd1c8fe,0.9987648129463196,2025-05-07,2025-05-15
PetalJet,49603375202613,Free Spirit Garden Rose,Garden Roses,Bicolor,40,168,265.44,1.58,Free Spirit Garden Roses,d24a19f4-a094-4319-8be4-e711959f72db,0.9942657947540283,Garden Roses,85e5624a-3128-4892-a306-3e060dd1c8fe,0.9987648129463196,2025-05-07,2025-05-15
PetalJet,49603379364149,Free Spirit Garden Rose,Garden Roses,Bicolor,40,336,517.44,1.54,Free Spirit Garden Roses,d24a19f4-a094-4319-8be4-e711959f72db,0.9942657947540283,Garden Roses,85e5624a-3128-4892-a306-3e060dd1c8fe,0.9987648129463196,2025-05-07,2025-05-15
PetalJet,49603392536885,Free Spirit Garden Rose,Garden Roses,Bicolor,50,60,105.6,1.76,Free Spirit Garden Roses,d24a19f4-a094-4319-8be4-e711959f72db,0.9942657947540283,Garden Roses,85e5624a-3128-4892-a306-3e060dd1c8fe,0.9987648129463196,2025-05-07,2025-05-15
PetalJet,49603395060021,Free Spirit Garden Rose,Garden Roses,Bicolor,50,84,142.8,1.7,Free Spirit Garden Roses,d24a19f4-a094-4319-8be4-e711959f72db,0.9942657947540283,Garden Roses,85e5624a-3128-4892-a306-3e060dd1c8fe,0.9987648129463196,2025-05-07,2025-05-15
PetalJet,49603397550389,Free Spirit Garden Rose,Garden Roses,Bicolor,50,168,278.88,1.66,Free Spirit Garden Roses,d24a19f4-a094-4319-8be4-e711959f72db,0.9942657947540283,Garden Roses,85e5624a-3128-4892-a306-3e060dd1c8fe,0.9987648129463196,2025-05-07,2025-05-15
PetalJet,49603399319861,Free Spirit Garden Rose,Garden Roses,Bicolor,50,336,544.32,1.62,Free Spirit Garden Roses,d24a19f4-a094-4319-8be4-e711959f72db,0.9942657947540283,Garden Roses,85e5624a-3128-4892-a306-3e060dd1c8fe,0.9987648129463196,2025-05-07,2025-05-15
PetalJet,50399407145269,Freedom Rose,Premium Roses,Red,40,72,82.08,1.14,Freedom Roses,bb8c5298-179b-4c2b-a57a-de0b14efa71b,0.9932666420936584,,,,2025-05-07,2025-05-15
PetalJet,50399407898933,Freedom Rose,Premium Roses,Red,40,96,108.48,1.13,Freedom Roses,bb8c5298-179b-4c2b-a57a-de0b14efa71b,0.9932666420936584,,,,2025-05-07,2025-05-15
PetalJet,50399408619829,Freedom Rose,Premium Roses,Red,40,192,211.2,1.1,Freedom Roses,bb8c5298-179b-4c2b-a57a-de0b14efa71b,0.9932666420936584,,,,2025-05-07,2025-05-15
PetalJet,50399408914741,Freedom Rose,Premium Roses,Red,40,384,399.36,1.04,Freedom Roses,bb8c5298-179b-4c2b-a57a-de0b14efa71b,0.9932666420936584,,,,2025-05-07,2025-05-15
PetalJet,50399410454837,Freedom Rose,Premium Roses,Red,50,72,89.28,1.24,Freedom Roses,bb8c5298-179b-4c2b-a57a-de0b14efa71b,0.9932666420936584,,,,2025-05-07,2025-05-15
PetalJet,50399410585909,Freedom Rose,Premium Roses,Red,50,96,117.12,1.22,Freedom Roses,bb8c5298-179b-4c2b-a57a-de0b14efa71b,0.9932666420936584,,,,2025-05-07,2025-05-15
PetalJet,50399410782517,Freedom Rose,Premium Roses,Red,50,192,228.48,1.19,Freedom Roses,bb8c5298-179b-4c2b-a57a-de0b14efa71b,0.9932666420936584,,,,2025-05-07,2025-05-15
PetalJet,50399411732789,Freedom Rose,Premium Roses,Red,50,384,437.76,1.14,Freedom Roses,bb8c5298-179b-4c2b-a57a-de0b14efa71b,0.9932666420936584,,,,2025-05-07,2025-05-15
PetalJet,50399414452533,Freedom Rose,Premium Roses,Red,60,96,130.56,1.36,Freedom Roses,bb8c5298-179b-4c2b-a57a-de0b14efa71b,0.9932666420936584,,,,2025-05-07,2025-05-15
PetalJet,50399414649141,Freedom Rose,Premium Roses,Red,60,192,253.44,1.32,Freedom Roses,bb8c5298-179b-4c2b-a57a-de0b14efa71b,0.9932666420936584,,,,2025-05-07,2025-05-15
PetalJet,50399414944053,Freedom Rose,Premium Roses,Red,60,384,495.36,1.29,Freedom Roses,bb8c5298-179b-4c2b-a57a-de0b14efa71b,0.9932666420936584,,,,2025-05-07,2025-05-15
PetalJet,50399419203893,Freedom Rose,Premium Roses,Red,70,96,139.2,1.45,Freedom Roses,bb8c5298-179b-4c2b-a57a-de0b14efa71b,0.9932666420936584,,,,2025-05-07,2025-05-15
PetalJet,50399419367733,Freedom Rose,Premium Roses,Red,70,192,268.8,1.4,Freedom Roses,bb8c5298-179b-4c2b-a57a-de0b14efa71b,0.9932666420936584,,,,2025-05-07,2025-05-15
PetalJet,50399420154165,Freedom Rose,Premium Roses,Red,70,384,526.08,1.37,Freedom Roses,bb8c5298-179b-4c2b-a57a-de0b14efa71b,0.9932666420936584,,,,2025-05-07,2025-05-15
PetalJet,46565134041397,Friendship Rose,Premium Roses,Fall,40,48,69.12,1.44,Friendship Roses,a1887cd9-9da5-46a9-8a57-d3857e8010d2,0.9933654069900513,,,,2025-05-07,2025-05-15
PetalJet,46565136236853,Friendship Rose,Premium Roses,Fall,40,72,96.48,1.34,Friendship Roses,a1887cd9-9da5-46a9-8a57-d3857e8010d2,0.9933654069900513,,,,2025-05-07,2025-05-15
PetalJet,46565137744181,Friendship Rose,Premium Roses,Fall,40,144,187.2,1.3,Friendship Roses,a1887cd9-9da5-46a9-8a57-d3857e8010d2,0.9933654069900513,,,,2025-05-07,2025-05-15
PetalJet,46565144068405,Friendship Rose,Premium Roses,Fall,50,48,74.4,1.55,Friendship Roses,a1887cd9-9da5-46a9-8a57-d3857e8010d2,0.9933654069900513,,,,2025-05-07,2025-05-15
PetalJet,46565148098869,Friendship Rose,Premium Roses,Fall,50,72,105.84,1.47,Friendship Roses,a1887cd9-9da5-46a9-8a57-d3857e8010d2,0.9933654069900513,,,,2025-05-07,2025-05-15
PetalJet,46565149311285,Friendship Rose,Premium Roses,Fall,50,144,203.04,1.41,Friendship Roses,a1887cd9-9da5-46a9-8a57-d3857e8010d2,0.9933654069900513,,,,2025-05-07,2025-05-15
PetalJet,45437693886773,Frutteto Rose,Premium Roses,blush,50,60,84.6,1.41,Frutteto Roses,c868ec55-4528-49e0-99c3-d31c6552a2c6,0.973705530166626,,,,2025-05-07,2025-05-15
PetalJet,45437697163573,Frutteto Rose,Premium Roses,blush,50,84,115.92,1.38,Frutteto Roses,c868ec55-4528-49e0-99c3-d31c6552a2c6,0.973705530166626,,,,2025-05-07,2025-05-15
PetalJet,45437700702517,Frutteto Rose,Premium Roses,blush,50,168,228.48,1.36,Frutteto Roses,c868ec55-4528-49e0-99c3-d31c6552a2c6,0.973705530166626,,,,2025-05-07,2025-05-15
PetalJet,45437708140853,Frutteto Rose,Premium Roses,blush,50,336,446.88,1.33,Frutteto Roses,c868ec55-4528-49e0-99c3-d31c6552a2c6,0.973705530166626,,,,2025-05-07,2025-05-15
PetalJet,46026644193589,Frutteto Rose,Premium Roses,blush,60,84,124.32,1.48,Frutteto Roses,c868ec55-4528-49e0-99c3-d31c6552a2c6,0.973705530166626,,,,2025-05-07,2025-05-15
PetalJet,46026649927989,Frutteto Rose,Premium Roses,blush,60,168,243.6,1.45,Frutteto Roses,c868ec55-4528-49e0-99c3-d31c6552a2c6,0.973705530166626,,,,2025-05-07,2025-05-15
PetalJet,46026653827381,Frutteto Rose,Premium Roses,blush,60,336,467.04,1.39,Frutteto Roses,c868ec55-4528-49e0-99c3-d31c6552a2c6,0.973705530166626,,,,2025-05-07,2025-05-15
PetalJet,46061795442997,Fuego Rose,Premium Roses,Bicolor,60,72,112.32,1.56,Fuego Roses,e9d5e01e-7cdf-478e-a0f4-202dbf759f9e,0.9861510992050171,,,,2025-05-07,2025-05-15
PetalJet,46061810778421,Fuego Rose,Premium Roses,Bicolor,60,144,217.44,1.51,Fuego Roses,e9d5e01e-7cdf-478e-a0f4-202dbf759f9e,0.9861510992050171,,,,2025-05-07,2025-05-15
PetalJet,46061828735285,Fuego Rose,Premium Roses,Bicolor,60,288,426.24,1.48,Fuego Roses,e9d5e01e-7cdf-478e-a0f4-202dbf759f9e,0.9861510992050171,,,,2025-05-07,2025-05-15
PetalJet,45439559565621,Full Monty Rose,Premium Roses,Hot Pink,50,48,79.2,1.65,Full Monty Roses,76b584fc-bea8-430b-8353-e5e98474c53a,0.9900264739990234,,,,2025-05-07,2025-05-15
PetalJet,45439609405749,Full Monty Rose,Premium Roses,Hot Pink,50,72,113.04,1.57,Full Monty Roses,76b584fc-bea8-430b-8353-e5e98474c53a,0.9900264739990234,,,,2025-05-07,2025-05-15
PetalJet,45439629263157,Full Monty Rose,Premium Roses,Hot Pink,50,144,218.88,1.52,Full Monty Roses,76b584fc-bea8-430b-8353-e5e98474c53a,0.9900264739990234,,,,2025-05-07,2025-05-15
PetalJet,45439640338741,Full Monty Rose,Premium Roses,Hot Pink,50,288,429.12,1.49,Full Monty Roses,76b584fc-bea8-430b-8353-e5e98474c53a,0.9900264739990234,,,,2025-05-07,2025-05-15
PetalJet,45439695094069,Full Monty Rose,Premium Roses,Hot Pink,60,72,119.52,1.66,Full Monty Roses,76b584fc-bea8-430b-8353-e5e98474c53a,0.9900264739990234,,,,2025-05-07,2025-05-15
PetalJet,45439711019317,Full Monty Rose,Premium Roses,Hot Pink,60,144,233.28,1.62,Full Monty Roses,76b584fc-bea8-430b-8353-e5e98474c53a,0.9900264739990234,,,,2025-05-07,2025-05-15
PetalJet,45439731171637,Full Monty Rose,Premium Roses,Hot Pink,60,288,457.92,1.59,Full Monty Roses,76b584fc-bea8-430b-8353-e5e98474c53a,0.9900264739990234,,,,2025-05-07,2025-05-15
PetalJet,50751046779189,Galahad White Hybrid Delphinium -,Delphinium,Filler Flower,60,60,111.6,1.86,Hybrid Galahad Delphinium,5fbf3807-74c0-4228-9121-f7c644a5e7cf,0.9979805946350098,Delphinium,decde47b-6c08-4330-88cd-78d642cf8823,1.0000001192092896,2025-05-07,2025-05-15
PetalJet,50751046811957,Galahad White Hybrid Delphinium -,Delphinium,Filler Flower,60,100,169.0,1.69,Hybrid Galahad Delphinium,5fbf3807-74c0-4228-9121-f7c644a5e7cf,0.9979805946350098,Delphinium,decde47b-6c08-4330-88cd-78d642cf8823,1.0000001192092896,2025-05-07,2025-05-15
PetalJet,50751046844725,Galahad White Hybrid Delphinium -,Delphinium,Filler Flower,70,75,147.75,1.97,Hybrid Galahad Delphinium,5fbf3807-74c0-4228-9121-f7c644a5e7cf,0.9979805946350098,Delphinium,decde47b-6c08-4330-88cd-78d642cf8823,1.0000001192092896,2025-05-07,2025-05-15
PetalJet,50751046877493,Galahad White Hybrid Delphinium -,Delphinium,Filler Flower,80,60,141.0,2.35,Hybrid Galahad Delphinium,5fbf3807-74c0-4228-9121-f7c644a5e7cf,0.9979805946350098,Delphinium,decde47b-6c08-4330-88cd-78d642cf8823,1.0000001192092896,2025-05-07,2025-05-15
PetalJet,45040497164597,Garden Bridal Jewel Spray Rose,Spray Roses,garden spray rose,40,60,105.6,1.76,Garden Bridal Jewel Spray Roses,008e59ee-b93b-44e2-9edd-439def844f84,0.9975261688232422,Spray Roses,f65b435b-c531-4639-99d9-2805fb8cd131,0.9987550377845764,2025-05-07,2025-05-15
PetalJet,45040497197365,Garden Bridal Jewel Spray Rose,Spray Roses,garden spray rose,40,80,135.2,1.69,Garden Bridal Jewel Spray Roses,008e59ee-b93b-44e2-9edd-439def844f84,0.9975261688232422,Spray Roses,f65b435b-c531-4639-99d9-2805fb8cd131,0.9987550377845764,2025-05-07,2025-05-15
PetalJet,45040497262901,Garden Bridal Jewel Spray Rose,Spray Roses,garden spray rose,50,50,102.5,2.05,Garden Bridal Jewel Spray Roses,008e59ee-b93b-44e2-9edd-439def844f84,0.9975261688232422,Spray Roses,f65b435b-c531-4639-99d9-2805fb8cd131,0.9987550377845764,2025-05-07,2025-05-15
PetalJet,45040497295669,Garden Bridal Jewel Spray Rose,Spray Roses,garden spray rose,50,70,138.6,1.98,Garden Bridal Jewel Spray Roses,008e59ee-b93b-44e2-9edd-439def844f84,0.9975261688232422,Spray Roses,f65b435b-c531-4639-99d9-2805fb8cd131,0.9987550377845764,2025-05-07,2025-05-15
PetalJet,45040497361205,Garden Bridal Jewel Spray Rose,Spray Roses,garden spray rose,60,50,111.0,2.22,Garden Bridal Jewel Spray Roses,008e59ee-b93b-44e2-9edd-439def844f84,0.9975261688232422,Spray Roses,f65b435b-c531-4639-99d9-2805fb8cd131,0.9987550377845764,2025-05-07,2025-05-15
PetalJet,45040497393973,Garden Bridal Jewel Spray Rose,Spray Roses,garden spray rose,60,70,150.5,2.15,Garden Bridal Jewel Spray Roses,008e59ee-b93b-44e2-9edd-439def844f84,0.9975261688232422,Spray Roses,f65b435b-c531-4639-99d9-2805fb8cd131,0.9987550377845764,2025-05-07,2025-05-15
PetalJet,49866466361653,Gargarin Cremon Chrysanthemum -,Chrysanthemums,mum,45,70,93.1,1.33,Santini White Chrysanthemum Micro Pom,9d7873c9-4b8e-4197-a655-e9f62f88d936,0.9178165793418884,Chrysanthemum Micro Pom,77e80550-8ed3-4d02-8e97-982365e4d611,0.9802786111831665,2025-05-07,2025-05-15
PetalJet,49866471670069,Gargarin Cremon Chrysanthemum -,Chrysanthemums,mum,45,100,130.0,1.3,Santini White Chrysanthemum Micro Pom,9d7873c9-4b8e-4197-a655-e9f62f88d936,0.9178165793418884,Chrysanthemum Micro Pom,77e80550-8ed3-4d02-8e97-982365e4d611,0.9802786111831665,2025-05-07,2025-05-15
PetalJet,49866474586421,Gargarin Cremon Chrysanthemum -,Chrysanthemums,mum,65,100,133.0,1.33,Santini White Chrysanthemum Micro Pom,9d7873c9-4b8e-4197-a655-e9f62f88d936,0.9178165793418884,Chrysanthemum Micro Pom,77e80550-8ed3-4d02-8e97-982365e4d611,0.9802786111831665,2025-05-07,2025-05-15
PetalJet,49608740897077,Garland Runner Gypsophila Xlence 5-Foot Garland - 3 Runners In Box (Total 15 Feet/$11.01 Per Foot),Garland Runners,best seller,,1,165.6,165.6,Gypsophila (2x 5.25 ft garlands in the box) Garlands,05eb4130-203a-4a9f-b6a1-24ba7445cb4e,0.9260361790657043,,,,2025-05-07,2025-05-15
PetalJet,49866840604981,Gaviria Cremon Chrysanthemum -,Chrysanthemums,Berry,45,70,93.1,1.33,Santini White Chrysanthemum Micro Pom,9d7873c9-4b8e-4197-a655-e9f62f88d936,0.9429168701171875,Chrysanthemum Micro Pom,77e80550-8ed3-4d02-8e97-982365e4d611,0.9802786111831665,2025-05-07,2025-05-15
PetalJet,49866843357493,Gaviria Cremon Chrysanthemum -,Chrysanthemums,Berry,45,100,130.0,1.3,Santini White Chrysanthemum Micro Pom,9d7873c9-4b8e-4197-a655-e9f62f88d936,0.9429168701171875,Chrysanthemum Micro Pom,77e80550-8ed3-4d02-8e97-982365e4d611,0.9802786111831665,2025-05-07,2025-05-15
PetalJet,49866846601525,Gaviria Cremon Chrysanthemum -,Chrysanthemums,Berry,65,100,133.0,1.33,Santini White Chrysanthemum Micro Pom,9d7873c9-4b8e-4197-a655-e9f62f88d936,0.9429168701171875,Chrysanthemum Micro Pom,77e80550-8ed3-4d02-8e97-982365e4d611,0.9802786111831665,2025-05-07,2025-05-15
PetalJet,46062797848885,Geraldine Rose,Premium Roses,Pink,50,60,84.6,1.41,Geraldine Roses,d5808360-30ad-497d-9972-ed11b9fc1186,0.9793447852134705,,,,2025-05-07,2025-05-15
PetalJet,46062812102965,Geraldine Rose,Premium Roses,Pink,50,84,115.92,1.38,Geraldine Roses,d5808360-30ad-497d-9972-ed11b9fc1186,0.9793447852134705,,,,2025-05-07,2025-05-15
PetalJet,46062830518581,Geraldine Rose,Premium Roses,Pink,50,168,228.48,1.36,Geraldine Roses,d5808360-30ad-497d-9972-ed11b9fc1186,0.9793447852134705,,,,2025-05-07,2025-05-15
PetalJet,46062844870965,Geraldine Rose,Premium Roses,Pink,50,336,446.88,1.33,Geraldine Roses,d5808360-30ad-497d-9972-ed11b9fc1186,0.9793447852134705,,,,2025-05-07,2025-05-15
PetalJet,45439982502197,Geraldine Rose,Premium Roses,Pink,60,84,124.32,1.48,Geraldine Roses,d5808360-30ad-497d-9972-ed11b9fc1186,0.9793447852134705,,,,2025-05-07,2025-05-15
PetalJet,45439983321397,Geraldine Rose,Premium Roses,Pink,60,168,243.6,1.45,Geraldine Roses,d5808360-30ad-497d-9972-ed11b9fc1186,0.9793447852134705,,,,2025-05-07,2025-05-15
PetalJet,45439984271669,Geraldine Rose,Premium Roses,Pink,60,336,467.04,1.39,Geraldine Roses,d5808360-30ad-497d-9972-ed11b9fc1186,0.9793447852134705,,,,2025-05-07,2025-05-15
PetalJet,39617691222115,Golden Prairie Achillea (Yarrow) -,Achillea,achilea,60,100,81.0,0.81,,,,,,,2025-05-07,2025-05-15
PetalJet,45460547830069,Goldfinch Rose,Premium Roses,Fall,40,48,72.48,1.51,Goldfinch Roses,2986e660-52df-467b-af07-01a7cd264358,0.9975091218948364,,,,2025-05-07,2025-05-15
PetalJet,45460547862837,Goldfinch Rose,Premium Roses,Fall,40,72,103.68,1.44,Goldfinch Roses,2986e660-52df-467b-af07-01a7cd264358,0.9975091218948364,,,,2025-05-07,2025-05-15
PetalJet,45460547895605,Goldfinch Rose,Premium Roses,Fall,40,144,200.16,1.39,Goldfinch Roses,2986e660-52df-467b-af07-01a7cd264358,0.9975091218948364,,,,2025-05-07,2025-05-15
PetalJet,45460547928373,Goldfinch Rose,Premium Roses,Fall,40,288,388.8,1.35,Goldfinch Roses,2986e660-52df-467b-af07-01a7cd264358,0.9975091218948364,,,,2025-05-07,2025-05-15
PetalJet,45460575584565,Goldfinch Rose,Premium Roses,Fall,50,48,80.64,1.68,Goldfinch Roses,2986e660-52df-467b-af07-01a7cd264358,0.9975091218948364,,,,2025-05-07,2025-05-15
PetalJet,45460578107701,Goldfinch Rose,Premium Roses,Fall,50,72,115.2,1.6,Goldfinch Roses,2986e660-52df-467b-af07-01a7cd264358,0.9975091218948364,,,,2025-05-07,2025-05-15
PetalJet,45460579615029,Goldfinch Rose,Premium Roses,Fall,50,144,224.64,1.56,Goldfinch Roses,2986e660-52df-467b-af07-01a7cd264358,0.9975091218948364,,,,2025-05-07,2025-05-15
PetalJet,45460581056821,Goldfinch Rose,Premium Roses,Fall,50,288,434.88,1.51,Goldfinch Roses,2986e660-52df-467b-af07-01a7cd264358,0.9975091218948364,,,,2025-05-07,2025-05-15
PetalJet,45460592460085,Goldfinch Rose,Premium Roses,Fall,60,72,126.72,1.76,Goldfinch Roses,2986e660-52df-467b-af07-01a7cd264358,0.9975091218948364,,,,2025-05-07,2025-05-15
PetalJet,45460595507509,Goldfinch Rose,Premium Roses,Fall,60,144,243.36,1.69,Goldfinch Roses,2986e660-52df-467b-af07-01a7cd264358,0.9975091218948364,,,,2025-05-07,2025-05-15
PetalJet,45460598260021,Goldfinch Rose,Premium Roses,Fall,60,288,478.08,1.66,Goldfinch Roses,2986e660-52df-467b-af07-01a7cd264358,0.9975091218948364,,,,2025-05-07,2025-05-15
PetalJet,45460640301365,Gotcha Rose,Premium Roses,Hot Pink,40,60,84.6,1.41,Gotcha Roses,82f5490a-e106-43c3-87c1-33b0b166e171,0.9827609658241272,,,,2025-05-07,2025-05-15
PetalJet,45460642988341,Gotcha Rose,Premium Roses,Hot Pink,40,84,115.92,1.38,Gotcha Roses,82f5490a-e106-43c3-87c1-33b0b166e171,0.9827609658241272,,,,2025-05-07,2025-05-15
PetalJet,45460646494517,Gotcha Rose,Premium Roses,Hot Pink,40,168,228.48,1.36,Gotcha Roses,82f5490a-e106-43c3-87c1-33b0b166e171,0.9827609658241272,,,,2025-05-07,2025-05-15
PetalJet,45460675985717,Gotcha Rose,Premium Roses,Hot Pink,40,336,446.88,1.33,Gotcha Roses,82f5490a-e106-43c3-87c1-33b0b166e171,0.9827609658241272,,,,2025-05-07,2025-05-15
PetalJet,45460733886773,Gotcha Rose,Premium Roses,Hot Pink,50,60,90.6,1.51,Gotcha Roses,82f5490a-e106-43c3-87c1-33b0b166e171,0.9827609658241272,,,,2025-05-07,2025-05-15
PetalJet,45460734935349,Gotcha Rose,Premium Roses,Hot Pink,50,84,124.32,1.48,Gotcha Roses,82f5490a-e106-43c3-87c1-33b0b166e171,0.9827609658241272,,,,2025-05-07,2025-05-15
PetalJet,45460737065269,Gotcha Rose,Premium Roses,Hot Pink,50,168,245.28,1.46,Gotcha Roses,82f5490a-e106-43c3-87c1-33b0b166e171,0.9827609658241272,,,,2025-05-07,2025-05-15
PetalJet,45460752498997,Gotcha Rose,Premium Roses,Hot Pink,50,336,470.4,1.4,Gotcha Roses,82f5490a-e106-43c3-87c1-33b0b166e171,0.9827609658241272,,,,2025-05-07,2025-05-15
PetalJet,45460992295221,Gotcha Rose,Premium Roses,Hot Pink,60,84,137.76,1.64,Gotcha Roses,82f5490a-e106-43c3-87c1-33b0b166e171,0.9827609658241272,,,,2025-05-07,2025-05-15
PetalJet,45461006582069,Gotcha Rose,Premium Roses,Hot Pink,60,168,268.8,1.6,Gotcha Roses,82f5490a-e106-43c3-87c1-33b0b166e171,0.9827609658241272,,,,2025-05-07,2025-05-15
PetalJet,45461027193141,Gotcha Rose,Premium Roses,Hot Pink,60,336,524.16,1.56,Gotcha Roses,82f5490a-e106-43c3-87c1-33b0b166e171,0.9827609658241272,,,,2025-05-07,2025-05-15
PetalJet,45461097185589,Gotcha Rose,Premium Roses,Hot Pink,70,84,144.48,1.72,Gotcha Roses,82f5490a-e106-43c3-87c1-33b0b166e171,0.9827609658241272,,,,2025-05-07,2025-05-15
PetalJet,45461092073781,Gotcha Rose,Premium Roses,Hot Pink,70,168,280.56,1.67,Gotcha Roses,82f5490a-e106-43c3-87c1-33b0b166e171,0.9827609658241272,,,,2025-05-07,2025-05-15
PetalJet,45461124251957,Gotcha Rose,Premium Roses,Hot Pink,70,336,547.68,1.63,Gotcha Roses,82f5490a-e106-43c3-87c1-33b0b166e171,0.9827609658241272,,,,2025-05-07,2025-05-15
PetalJet,46063213969717,Govinda Rose,Premium Roses,Fall,50,60,84.6,1.41,Govinda Roses,63f6668d-5e61-4090-ab5d-ba3efdac2cad,0.9527802467346191,,,,2025-05-07,2025-05-15
PetalJet,46063228977461,Govinda Rose,Premium Roses,Fall,50,84,115.92,1.38,Govinda Roses,63f6668d-5e61-4090-ab5d-ba3efdac2cad,0.9527802467346191,,,,2025-05-07,2025-05-15
PetalJet,46063241560373,Govinda Rose,Premium Roses,Fall,50,168,228.48,1.36,Govinda Roses,63f6668d-5e61-4090-ab5d-ba3efdac2cad,0.9527802467346191,,,,2025-05-07,2025-05-15
PetalJet,46063259877685,Govinda Rose,Premium Roses,Fall,50,336,446.88,1.33,Govinda Roses,63f6668d-5e61-4090-ab5d-ba3efdac2cad,0.9527802467346191,,,,2025-05-07,2025-05-15
PetalJet,46063324987701,Govinda Rose,Premium Roses,Fall,60,84,131.88,1.57,Govinda Roses,63f6668d-5e61-4090-ab5d-ba3efdac2cad,0.9527802467346191,,,,2025-05-07,2025-05-15
PetalJet,46063338946869,Govinda Rose,Premium Roses,Fall,60,168,255.36,1.52,Govinda Roses,63f6668d-5e61-4090-ab5d-ba3efdac2cad,0.9527802467346191,,,,2025-05-07,2025-05-15
PetalJet,46063350841653,Govinda Rose,Premium Roses,Fall,60,336,497.28,1.48,Govinda Roses,63f6668d-5e61-4090-ab5d-ba3efdac2cad,0.9527802467346191,,,,2025-05-07,2025-05-15
PetalJet,49944013111605,Grace Carnation -,Carantions,Burgundy,60,200,102.0,0.51,Grace Carnation,99fa717f-b86c-4718-821f-b9f603ad0026,0.9997681379318237,,,,2025-05-07,2025-05-15
PetalJet,49944013472053,Grace Carnation -,Carantions,Burgundy,60,350,161.0,0.46,Grace Carnation,99fa717f-b86c-4718-821f-b9f603ad0026,0.9997681379318237,,,,2025-05-07,2025-05-15
PetalJet,49944013635893,Grace Carnation -,Carantions,Burgundy,70,300,153.0,0.51,Grace Carnation,99fa717f-b86c-4718-821f-b9f603ad0026,0.9997681379318237,,,,2025-05-07,2025-05-15
PetalJet,46063556559157,Grace Kelly Rose,Premium Roses,Hot Pink,50,48,76.8,1.6,Grace Kelly Roses,cfd7e5af-6691-42ab-8b16-c3abc66b98bf,0.9957728385925293,,,,2025-05-07,2025-05-15
PetalJet,46063558558005,Grace Kelly Rose,Premium Roses,Hot Pink,50,72,108.72,1.51,Grace Kelly Roses,cfd7e5af-6691-42ab-8b16-c3abc66b98bf,0.9957728385925293,,,,2025-05-07,2025-05-15
PetalJet,46063666200885,Grace Kelly Rose,Premium Roses,Hot Pink,50,144,213.12,1.48,Grace Kelly Roses,cfd7e5af-6691-42ab-8b16-c3abc66b98bf,0.9957728385925293,,,,2025-05-07,2025-05-15
PetalJet,46063561376053,Grace Kelly Rose,Premium Roses,Hot Pink,50,288,414.72,1.44,Grace Kelly Roses,cfd7e5af-6691-42ab-8b16-c3abc66b98bf,0.9957728385925293,,,,2025-05-07,2025-05-15
PetalJet,46063685861685,Grace Kelly Rose,Premium Roses,Hot Pink,60,72,119.52,1.66,Grace Kelly Roses,cfd7e5af-6691-42ab-8b16-c3abc66b98bf,0.9957728385925293,,,,2025-05-07,2025-05-15
PetalJet,46063699525941,Grace Kelly Rose,Premium Roses,Hot Pink,60,144,233.28,1.62,Grace Kelly Roses,cfd7e5af-6691-42ab-8b16-c3abc66b98bf,0.9957728385925293,,,,2025-05-07,2025-05-15
PetalJet,46063705260341,Grace Kelly Rose,Premium Roses,Hot Pink,60,288,457.92,1.59,Grace Kelly Roses,cfd7e5af-6691-42ab-8b16-c3abc66b98bf,0.9957728385925293,,,,2025-05-07,2025-05-15
PetalJet,46063723184437,Grace Kelly Rose,Premium Roses,Hot Pink,70,72,126.72,1.76,Grace Kelly Roses,cfd7e5af-6691-42ab-8b16-c3abc66b98bf,0.9957728385925293,,,,2025-05-07,2025-05-15
PetalJet,46063729606965,Grace Kelly Rose,Premium Roses,Hot Pink,70,144,243.36,1.69,Grace Kelly Roses,cfd7e5af-6691-42ab-8b16-c3abc66b98bf,0.9957728385925293,,,,2025-05-07,2025-05-15
